age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
13,4,21071,15,9,1,10,0,4,0,0,0,21,39,0
42,0,9709,9,12,0,5,1,4,0,0,0,1,11,0
72,4,14825,2,5,1,11,0,4,1,0,0,39,39,0
9,4,15443,9,12,0,1,1,4,0,0,44,39,39,1
28,1,1087,8,9,1,10,0,4,0,55,0,39,39,1
52,4,15646,9,12,1,4,5,1,0,0,0,53,39,0
31,4,17198,15,9,0,8,1,4,0,0,0,39,39,1
20,7,2264,11,8,1,14,0,2,0,0,0,24,39,0
31,5,19232,15,9,1,12,0,4,0,0,0,34,39,0
0,2,587,11,8,0,8,0,4,1,0,0,39,39,1
45,0,19900,15,9,0,9,1,4,0,0,0,9,39,0
38,4,3389,11,8,0,7,1,4,0,0,0,59,33,0
31,4,2912,11,8,0,3,1,4,0,0,0,7,39,0
52,5,204,9,12,0,12,4,4,1,0,0,39,39,1
26,4,5158,11,8,0,6,3,2,1,0,0,27,39,0
59,4,6161,15,9,0,12,1,4,0,0,0,32,39,0
9,4,15613,12,13,1,12,0,4,1,0,31,39,39,1
36,8,9879,15,9,0,8,1,4,0,0,0,29,39,0
64,0,11780,10,9,1,12,0,4,0,0,0,39,39,0
57,4,15465,15,9,0,14,1,4,1,0,0,59,5,0
24,4,1503,9,12,1,12,0,4,1,0,0,56,39,0
2,4,15562,15,9,0,3,1,4,1,0,0,49,39,1
36,4,9439,11,8,0,12,1,0,0,0,0,39,39,0
35,4,12079,5,1,0,12,5,4,1,0,0,39,39,0
4,2,17595,9,12,1,3,0,1,0,0,0,19,39,0
28,4,3934,15,9,0,12,4,4,0,0,0,43,39,1
22,4,9498,11,8,0,7,1,4,0,0,0,22,39,0
57,4,14906,9,12,1,10,0,4,0,0,0,39,39,0
16,4,18907,9,12,1,12,0,2,0,0,0,54,39,0
70,4,20653,11,8,0,10,3,4,1,69,0,34,0,0
22,4,14441,5,13,1,12,0,4,0,0,0,49,39,0
5,4,10171,15,9,0,4,4,2,1,0,0,39,39,0
32,4,3468,8,2,1,4,0,4,1,0,0,29,39,0
31,4,510,9,12,0,8,1,4,0,0,0,36,39,0
17,7,3861,15,9,1,7,0,4,0,96,0,89,39,0
64,2,14483,11,8,1,3,0,4,1,0,0,44,39,0
23,4,713,9,12,1,7,0,4,1,0,0,39,39,1
17,4,6655,11,8,0,4,1,2,1,0,0,39,39,0
52,2,3648,9,12,1,8,0,4,1,0,0,39,32,0
59,4,4026,15,9,1,12,0,4,1,0,0,84,39,0
3,4,12929,15,9,1,1,0,4,0,0,0,49,39,1
23,4,12188,9,12,0,6,1,4,0,0,0,39,39,0
39,4,12331,11,8,0,11,1,4,0,0,0,39,39,0
12,4,10392,11,0,0,12,2,4,0,0,0,19,39,1
21,4,19158,9,12,1,0,0,1,0,0,0,14,39,0
9,4,14444,11,8,1,3,1,4,0,0,0,39,39,0
69,4,21330,15,9,0,10,1,4,0,0,0,10,39,0
56,4,3836,15,9,1,7,0,4,0,0,0,44,5,1
57,4,12218,11,8,1,4,0,4,0,0,0,39,39,0
36,4,14554,5,7,0,4,1,4,1,0,18,46,39,0
58,4,20004,12,11,1,6,5,4,0,0,0,39,39,0
60,4,18826,11,8,0,3,4,4,1,0,0,39,39,0
24,4,2235,15,9,0,7,0,4,1,0,0,39,39,0
56,4,12129,15,9,1,11,0,4,0,0,0,82,39,1
36,4,5597,9,12,1,4,0,4,0,0,0,59,39,0
12,4,19402,15,10,0,8,1,4,0,0,0,39,39,0
43,4,9563,11,8,0,10,4,4,1,0,0,39,39,0
8,4,17094,4,10,0,3,1,4,0,0,0,44,4,0
2,4,9902,8,5,0,9,4,1,1,0,0,39,39,1
60,5,8904,11,8,1,4,0,4,0,0,16,42,39,0
27,4,20761,11,8,0,3,3,4,0,0,0,59,39,1
35,4,16762,0,8,1,5,0,4,0,0,0,39,18,0
27,4,2752,9,10,1,6,0,4,0,0,0,27,39,0
5,4,3216,14,12,1,4,3,4,0,0,0,39,39,0
9,4,11669,15,9,0,10,4,4,1,0,0,39,39,1
3,4,18820,4,10,0,0,3,4,0,0,0,0,22,0
28,6,18904,11,8,0,7,3,4,0,84,0,69,39,0
14,4,5075,11,8,1,9,2,1,0,0,0,31,39,0
10,4,20765,11,8,0,8,3,4,1,0,0,41,39,0
39,4,4455,1,10,1,4,0,4,0,0,0,39,39,1
40,4,17077,11,9,0,1,3,4,1,0,0,39,22,0
51,0,2244,9,12,0,5,3,4,0,61,0,38,39,1
40,4,16014,15,9,1,1,0,4,1,0,0,39,39,0
10,7,19763,9,12,0,14,1,4,0,0,0,49,39,1
35,4,13149,11,8,0,12,3,4,1,0,0,19,39,0
41,2,1353,12,13,1,13,5,4,0,0,0,39,39,1
14,7,10090,13,11,1,1,1,4,1,0,0,37,39,0
47,4,18927,11,8,1,2,2,4,0,0,0,39,39,0
13,0,10354,11,8,0,3,1,4,0,14,0,39,39,0
14,8,4231,15,9,1,7,0,4,0,0,0,39,39,1
21,2,5427,9,9,0,8,1,2,1,0,0,45,39,0
11,4,21462,9,12,0,8,1,4,0,0,0,44,39,0
8,4,12726,15,9,1,12,0,4,0,0,0,39,39,0
15,4,19770,8,10,0,4,4,4,0,0,0,19,39,0
11,2,15402,8,10,0,8,4,4,0,0,0,39,39,0
23,4,8554,15,9,1,4,4,4,0,0,0,39,39,0
37,4,190,15,9,0,8,5,4,0,0,0,39,39,0
22,6,12081,11,8,1,4,3,0,0,0,0,44,39,1
15,5,20445,11,8,1,9,0,4,0,0,0,29,39,0
48,4,18765,1,5,0,14,1,4,0,0,0,39,39,0
21,4,5691,15,9,0,7,4,4,0,0,0,39,39,1
4,4,18091,7,15,1,12,0,4,0,0,81,36,39,0
27,4,3557,6,8,0,4,1,4,0,0,0,39,39,0
23,0,10552,9,12,1,10,0,4,1,74,22,39,39,0
24,4,19971,15,4,1,12,1,4,0,0,0,86,39,0
3,4,2748,15,9,1,10,0,4,0,0,0,49,22,1
58,4,10970,9,12,0,5,1,2,1,0,0,44,39,0
13,4,266,1,6,0,10,2,4,0,0,0,39,25,1
6,4,9096,15,9,1,7,0,2,0,0,0,39,39,0
10,4,12148,11,8,0,4,1,4,0,0,0,39,39,0
20,5,17392,15,9,0,3,1,4,0,0,0,79,39,1
14,2,4076,11,8,1,3,0,4,0,0,0,61,39,0
32,8,611,11,8,0,9,1,2,1,0,0,39,39,0
27,7,8098,11,8,0,7,3,4,0,0,0,52,6,0
32,5,6328,8,10,0,1,4,4,0,0,0,49,39,1
40,7,12133,9,12,1,13,0,4,1,0,0,39,39,0
19,6,20271,9,9,0,9,0,4,1,0,0,39,39,0
71,4,9263,1,6,1,3,0,4,1,23,0,7,39,0
72,4,3403,15,9,1,1,1,4,1,0,0,39,39,0
31,4,15123,12,13,0,12,1,4,0,0,0,44,39,0
33,2,4635,11,8,0,5,5,4,0,0,0,49,39,0
57,5,480,15,9,1,4,0,4,0,0,0,39,39,0
53,4,6424,11,8,0,11,3,4,1,14,0,29,39,0
13,4,10751,11,8,0,9,1,4,0,0,0,39,26,0
9,4,18866,9,10,0,6,1,4,1,0,0,44,39,0
4,6,3223,0,11,1,4,0,4,1,0,0,19,39,1
43,4,8115,15,9,0,3,1,4,1,0,0,39,39,0
25,4,19049,9,12,1,1,0,4,0,0,0,39,39,0
20,4,4767,9,12,0,12,4,4,0,60,0,39,39,0
3,8,20690,9,12,0,4,3,4,0,0,0,26,39,1
2,4,16706,9,9,0,4,5,4,1,0,0,44,39,0
16,4,18500,11,5,0,3,3,1,1,0,0,76,28,0
13,2,21547,9,12,1,0,0,4,1,0,0,39,39,1
17,4,10007,15,9,0,10,1,4,1,0,0,39,39,0
64,0,13545,6,6,0,10,1,4,0,0,0,23,39,0
11,6,1412,15,9,0,4,1,4,0,0,0,57,39,1
28,4,19107,15,9,0,4,4,4,0,0,0,39,39,0
9,2,603,13,8,0,10,1,4,1,0,0,39,39,0
16,5,14316,9,12,0,11,1,4,0,0,0,44,39,1
62,6,11504,14,13,1,14,0,4,0,0,0,39,39,0
13,2,14368,15,9,1,4,0,4,0,0,0,39,39,0
3,4,6041,10,6,0,14,4,4,0,0,0,54,39,1
52,6,13901,11,8,1,12,1,1,1,91,0,39,39,1
21,6,8445,12,13,1,12,5,4,0,0,0,49,39,0
18,4,19355,15,9,1,10,0,4,0,0,0,49,39,0
69,4,896,15,0,0,3,3,3,0,0,0,88,39,0
61,4,13899,12,10,0,10,3,4,1,0,0,39,39,0
21,4,5606,15,9,1,12,0,4,1,0,0,39,39,0
21,1,16113,0,5,1,4,0,1,0,0,0,8,39,0
37,7,12136,9,12,0,5,3,4,1,0,0,13,39,0
6,4,7125,11,8,1,8,0,4,0,0,0,39,39,0
6,4,16361,3,11,0,1,2,4,0,0,0,39,39,0
16,7,1714,11,8,1,4,0,1,0,0,64,64,39,0
14,4,13296,11,8,0,14,1,4,1,0,0,2,39,1
31,4,17190,11,8,0,0,1,4,0,0,0,39,39,0
15,4,11370,12,11,1,3,0,4,0,0,0,39,39,0
15,2,3870,11,8,0,4,4,2,0,0,0,18,39,1
44,4,6313,15,9,0,10,3,4,1,0,0,39,39,1
6,4,7793,12,13,1,3,0,4,1,0,0,35,5,0
34,4,13184,2,6,0,10,3,4,0,0,0,11,39,0
30,4,11134,9,12,0,3,3,4,1,0,0,67,39,0
26,4,14317,9,12,1,0,0,4,1,0,0,39,39,0
14,6,13750,15,11,0,10,1,4,0,0,0,35,39,0
4,4,5132,11,8,1,2,0,3,0,0,22,39,39,0
42,4,10199,12,12,0,10,1,1,1,0,0,39,39,0
4,4,4477,15,9,1,12,0,2,0,0,0,39,39,0
57,4,8192,11,8,1,12,0,4,0,0,0,39,39,0
31,4,5451,11,8,0,12,1,4,0,0,0,52,39,0
25,7,12782,11,8,1,10,1,4,1,0,0,46,39,0
54,4,14304,11,8,1,12,0,4,0,0,0,60,39,1
27,0,15699,15,9,1,8,0,4,0,0,0,19,32,0
12,4,6370,9,12,0,3,3,4,0,0,0,77,29,1
60,5,9505,12,13,0,7,4,4,0,0,0,17,39,0
27,0,10410,1,6,0,0,1,4,0,0,0,39,39,0
2,4,9384,15,9,1,3,5,2,0,0,0,39,39,0
16,4,5269,15,9,0,10,1,4,0,0,0,39,39,1
31,4,1926,9,12,1,11,0,4,0,0,0,74,39,1
35,4,8017,11,8,0,4,1,4,0,0,0,69,39,1
6,4,401,1,12,1,0,0,4,0,0,0,39,39,1
25,4,19121,15,9,0,0,1,4,1,0,0,32,39,1
6,4,15092,15,9,0,3,4,4,0,0,0,39,39,0
31,4,13537,11,8,0,0,1,4,1,0,0,39,39,1
11,2,21069,15,9,0,0,3,4,0,0,0,32,39,0
9,7,16744,11,8,0,0,3,4,0,0,0,6,39,1
4,4,6798,15,9,0,4,3,1,0,0,0,80,39,0
12,4,17469,11,8,0,8,1,2,0,0,0,39,39,0
11,6,7864,8,10,0,14,1,4,0,0,0,48,27,0
24,4,12668,11,8,0,8,1,4,0,0,0,34,39,0
28,4,6921,11,8,1,12,4,2,1,0,0,23,39,0
30,4,4322,11,8,1,12,0,4,0,0,0,39,39,0
36,4,951,1,9,1,1,0,0,1,0,0,39,39,0
8,4,19064,15,9,0,3,0,4,0,0,0,59,39,0
15,4,14136,12,14,0,3,1,4,0,0,0,39,5,0
20,4,6381,11,8,0,13,1,4,0,0,0,38,39,0
13,4,18587,9,12,0,7,4,0,1,0,0,40,39,0
29,4,3462,11,9,0,8,4,4,0,0,0,72,39,0
65,3,21476,12,13,0,10,3,4,0,0,0,39,39,0
20,4,19248,15,9,0,12,1,1,1,0,0,23,39,0
58,4,20959,8,10,1,1,0,4,0,0,0,39,38,0
35,4,150,9,12,1,6,0,4,1,0,0,39,39,0
23,4,3238,9,12,0,7,4,4,0,0,0,39,39,0
6,1,3572,15,9,1,4,0,4,1,0,0,73,39,1
0,4,21100,9,12,0,7,1,2,0,0,0,16,39,0
72,4,14729,12,5,1,8,5,4,0,0,0,39,39,0
19,0,1191,15,9,0,3,0,4,1,0,0,49,39,0
7,4,19308,15,9,0,12,4,4,0,0,0,44,39,0
1,2,18688,15,9,1,3,0,2,1,0,0,56,39,0
11,1,7991,11,8,0,1,3,4,1,0,0,44,39,0
7,0,2793,15,9,1,1,0,1,0,33,0,39,39,1
10,4,13887,14,2,1,0,0,0,1,0,0,39,39,0
19,4,5602,5,3,0,11,1,4,0,0,0,39,39,0
31,4,7479,11,7,0,7,4,4,0,0,0,39,39,0
12,4,16586,11,8,0,13,1,4,0,0,0,44,39,1
16,4,7237,11,8,1,0,0,4,1,0,0,39,39,0
32,4,10233,9,12,1,10,0,4,0,0,0,39,39,0
20,4,143,15,6,1,12,0,4,1,0,0,45,39,0
18,4,17779,12,12,0,12,3,2,0,0,0,19,39,0
23,4,10344,11,8,1,7,0,4,0,0,0,59,39,0
59,4,20709,15,9,0,7,4,4,1,0,0,39,39,0
31,1,3843,11,8,1,0,0,4,1,101,0,39,39,0
21,4,6737,13,5,1,3,0,4,0,117,0,44,39,0
15,5,5818,15,9,1,10,5,4,0,0,0,44,39,0
3,4,8711,15,9,1,12,0,4,0,0,0,39,39,0
5,4,12086,0,6,1,7,0,4,1,0,0,68,39,0
12,4,18416,15,9,0,5,1,4,1,0,0,75,13,0
28,6,324,15,9,0,8,1,4,0,0,0,48,39,1
27,2,13481,15,9,0,4,3,4,0,77,0,44,39,0
71,1,20313,15,9,1,9,0,2,0,0,0,34,39,0
29,0,16926,15,9,1,8,0,4,0,0,0,39,39,0
3,4,8985,11,8,1,4,0,4,0,0,0,49,39,0
23,2,5787,11,8,1,0,0,4,0,0,0,49,33,1
65,4,1597,9,12,0,1,2,4,1,0,0,39,39,0
69,4,101,14,10,1,6,0,4,1,0,0,51,39,0
12,4,5349,11,8,1,7,3,4,1,0,0,39,39,0
57,4,18833,15,9,1,3,0,4,0,0,0,44,39,0
31,4,5556,15,9,1,1,0,4,0,0,0,49,39,0
8,4,3890,9,13,1,9,2,1,1,0,0,41,39,1
38,4,2205,15,9,0,8,4,4,0,0,0,39,39,0
4,5,16693,15,11,1,9,0,4,1,0,0,39,39,0
44,4,1528,8,9,1,0,0,4,0,0,0,47,39,1
26,4,4292,1,11,1,4,0,2,0,0,0,83,39,0
10,4,20653,15,9,1,13,0,4,0,0,0,80,39,1
5,0,12428,8,10,1,4,5,4,0,0,0,54,39,0
65,2,7072,15,9,1,9,0,4,0,0,0,28,39,1
20,4,8333,15,9,0,8,4,4,0,0,0,44,39,0
41,6,13808,9,12,1,1,0,4,0,0,0,49,39,1
8,4,13165,11,8,1,4,0,2,1,0,0,39,39,1
13,4,6385,11,11,1,8,0,4,0,0,0,39,39,0
29,4,6590,11,8,0,6,3,2,0,0,0,39,39,0
59,4,12149,11,8,1,14,5,4,0,0,53,23,39,0
43,4,2352,11,8,1,12,4,4,0,0,0,14,39,0
7,4,19162,10,4,0,10,1,2,0,0,0,44,39,0
4,4,17852,11,8,0,14,1,4,0,0,0,87,3,0
40,4,21233,0,13,1,4,0,4,1,0,0,39,39,0
15,4,167,15,9,1,8,0,4,1,0,0,30,39,0
19,4,9363,9,12,0,12,1,4,0,0,0,81,39,0
31,1,17625,12,13,0,3,4,4,1,0,0,39,39,0
10,4,7397,8,6,0,8,0,4,0,0,0,59,39,0
29,4,11346,12,13,1,3,0,4,0,0,0,39,39,0
56,0,15078,9,12,1,3,0,1,0,66,0,39,39,0
23,4,18457,9,12,0,1,3,4,0,0,0,92,39,0
23,1,13075,15,9,0,12,1,4,0,0,0,39,39,0
31,4,4094,11,8,0,0,2,4,0,39,0,18,39,0
30,1,5783,9,12,0,4,1,4,0,0,0,39,1,1
18,4,5702,15,9,1,3,0,4,0,0,0,39,39,0
37,4,13257,11,8,1,10,0,4,1,0,0,12,12,1
18,4,18900,15,6,1,7,0,2,1,0,0,59,39,0
8,6,360,9,13,0,11,3,2,1,0,0,37,39,0
38,6,12060,12,13,0,10,3,4,1,23,0,55,39,0
51,4,4146,11,8,0,1,1,4,0,0,82,39,39,0
20,4,15188,11,8,0,1,4,2,0,0,0,39,39,0
44,1,19552,10,8,1,12,0,4,0,0,0,39,39,0
38,6,13872,15,9,0,10,4,4,1,0,0,49,39,0
11,2,5923,3,15,1,5,0,4,0,0,0,66,39,0
19,6,16813,15,9,0,7,4,4,1,0,23,36,39,1
51,6,10133,6,11,0,13,3,1,1,0,0,39,39,0
20,4,20314,9,12,1,12,0,4,1,0,0,39,39,0
42,4,13502,14,9,0,8,2,4,0,0,0,39,39,0
14,5,16587,9,12,0,7,1,4,1,0,0,39,39,0
2,4,7015,1,6,0,12,4,4,0,0,0,39,39,0
19,6,19500,11,8,1,0,0,4,1,0,0,39,39,1
7,4,19798,15,9,1,3,0,4,0,0,0,34,39,0
28,4,14640,15,9,1,8,0,4,1,0,0,81,39,1
53,4,11510,12,13,0,12,4,4,0,0,0,39,39,0
69,1,9633,12,13,0,2,4,4,0,0,0,34,39,0
5,4,20607,9,12,1,2,0,4,0,115,0,28,39,1
57,4,1022,15,9,0,8,1,4,0,0,0,39,39,0
25,4,21098,6,8,1,12,0,1,0,0,0,49,39,1
29,2,3829,11,8,0,2,1,4,0,0,0,83,39,0
2,4,3994,11,8,0,4,1,4,0,0,0,39,39,0
46,4,4830,15,9,0,13,1,4,0,0,0,74,27,1
9,4,1315,15,9,0,12,3,4,0,0,0,44,26,0
25,4,17708,15,9,0,8,3,4,0,0,0,36,39,0
1,0,19538,9,12,0,10,1,4,1,0,0,39,39,0
11,4,3829,15,9,1,13,0,4,0,0,0,39,39,0
6,4,13944,11,8,0,12,1,2,0,0,0,39,39,0
39,4,15827,12,13,0,12,1,2,0,0,0,11,39,0
53,4,9000,11,8,0,3,4,4,0,0,0,57,39,1
8,4,1169,15,9,1,7,0,4,1,0,0,39,39,0
3,3,18098,4,3,1,3,5,2,1,0,0,39,39,1
3,4,10944,15,9,0,6,1,4,1,17,0,30,39,0
21,4,242,15,9,0,10,1,4,0,59,0,38,39,0
42,4,20026,9,12,0,3,4,3,0,0,0,39,39,0
71,2,14790,7,1,1,12,0,4,0,0,0,59,39,0
16,4,2164,9,12,0,12,3,4,0,0,0,7,39,0
30,4,20365,11,8,0,10,3,4,0,0,0,39,39,0
7,0,18661,15,9,0,3,3,4,0,0,0,37,9,1
21,4,9769,1,4,0,12,1,4,0,0,0,39,39,1
20,4,5362,9,12,0,2,1,4,0,0,0,17,39,1
21,4,21485,11,6,0,8,1,4,0,0,0,49,39,0
44,4,12837,11,8,1,10,0,1,0,27,0,9,39,1
24,4,16657,3,5,0,10,4,2,0,0,0,34,39,1
14,0,458,9,12,1,7,0,4,0,0,0,39,39,0
30,4,7265,15,9,0,10,4,2,0,0,0,39,39,1
70,4,16507,11,12,1,3,0,4,0,0,0,54,39,1
70,0,5801,9,12,0,10,1,2,1,0,0,77,39,0
7,4,2907,12,13,0,12,0,4,0,0,0,59,39,0
12,7,11932,12,1,1,13,5,4,0,0,0,39,39,0
72,1,7897,9,12,0,4,1,4,1,0,0,59,29,0
44,4,20448,11,8,0,0,4,4,1,0,0,35,39,1
16,4,9697,11,8,1,8,0,4,0,0,0,39,39,0
35,0,14696,9,12,0,0,2,4,0,0,0,59,39,0
33,4,12752,11,8,1,10,0,4,0,0,0,39,39,0
4,4,16338,15,9,0,7,1,4,0,0,0,39,39,1
43,5,4677,14,12,1,0,0,4,0,68,0,39,39,1
8,4,8858,15,9,0,4,3,4,0,25,0,39,39,0
15,1,6130,11,8,0,3,1,1,0,0,0,39,21,0
8,4,1497,11,8,0,10,4,4,0,0,0,17,39,0
38,4,10787,12,5,0,3,1,2,0,0,0,62,39,0
27,4,14676,15,9,0,8,1,1,0,0,0,39,39,0
32,4,17747,15,9,1,7,2,4,0,0,0,49,39,0
22,4,13976,9,12,1,0,0,4,0,0,0,49,39,1
19,4,21510,15,9,1,4,0,4,0,112,0,39,34,0
64,2,1667,15,9,0,10,1,0,0,0,67,39,39,0
29,4,185,15,9,1,4,0,4,0,0,0,49,39,1
19,4,16887,15,9,1,12,0,4,1,0,0,39,39,0
1,4,17349,8,10,0,12,3,4,1,0,0,39,39,1
52,0,14878,15,9,0,14,3,4,1,0,0,39,39,1
8,4,6327,11,8,0,6,1,4,1,0,0,34,39,0
48,4,16857,11,8,0,12,1,2,1,0,0,39,39,0
36,4,21167,15,9,1,0,1,4,0,0,0,7,39,0
71,4,615,15,9,0,4,1,4,0,0,0,29,39,0
11,4,17390,11,8,0,12,0,3,0,0,0,39,39,0
16,0,1866,11,8,0,0,4,4,1,0,0,39,39,1
24,4,12259,14,4,0,10,3,4,0,0,0,62,39,0
9,6,13413,11,8,0,8,1,2,0,0,0,42,39,0
46,4,15391,11,8,0,5,1,4,0,0,0,49,39,1
6,4,16358,15,9,1,4,0,4,0,0,0,39,39,0
21,2,18802,9,4,1,10,5,4,0,0,0,81,39,0
51,4,16663,9,12,1,3,0,2,1,0,0,34,39,0
55,4,5246,6,5,1,12,0,4,1,0,0,33,39,0
12,4,2813,9,12,1,11,0,4,1,52,0,24,39,0
55,4,12056,0,11,1,10,0,4,1,109,0,39,39,0
25,4,3501,11,8,1,6,1,4,1,0,0,28,39,0
24,4,2431,11,8,1,0,0,4,1,0,0,39,39,0
42,4,11784,4,0,1,12,4,4,0,0,0,39,39,1
51,4,11972,14,13,1,3,0,4,0,0,0,49,39,0
20,4,18827,9,12,0,1,1,2,0,0,0,44,39,0
20,6,9716,15,13,0,3,3,4,1,0,0,39,39,0
2,4,14129,11,8,1,4,0,1,1,0,64,39,39,0
47,4,5884,15,9,0,14,4,4,0,0,0,39,39,1
5,4,5311,11,8,0,4,1,4,0,0,74,39,39,1
27,4,11368,10,10,0,0,4,4,1,0,0,66,39,1
10,6,293,15,9,0,4,3,4,0,0,0,39,39,0
52,4,7132,11,12,0,4,4,4,1,0,0,39,19,0
22,7,11632,11,6,1,4,0,4,0,0,0,39,39,1
41,4,6973,9,12,0,1,3,4,0,0,0,39,39,1
0,1,13935,11,8,1,5,5,4,0,0,0,35,39,0
32,4,11799,15,9,0,6,4,4,0,0,0,44,39,0
15,4,13254,11,8,0,10,4,4,0,0,0,44,39,0
21,4,4371,15,9,1,10,0,4,0,0,0,39,39,0
17,4,19958,11,8,0,11,1,4,0,0,0,33,17,1
10,4,17376,3,9,1,3,0,4,1,0,20,49,39,0
10,4,15983,15,9,1,8,0,4,1,0,0,39,39,1
9,4,11961,11,8,0,14,1,4,0,0,0,84,39,1
40,4,12538,15,9,1,11,0,4,0,0,0,33,32,0
45,7,9983,11,8,0,8,3,4,1,0,0,19,39,1
32,2,17875,15,9,1,8,0,4,0,0,0,46,11,0
27,4,8440,15,9,0,3,3,4,1,0,0,39,39,1
11,4,6398,12,3,0,3,4,4,0,0,0,39,39,1
37,4,4054,9,12,0,14,1,4,0,0,0,39,39,1
46,4,5797,8,11,0,11,3,4,0,0,35,39,19,0
15,4,16746,11,8,0,10,1,2,0,0,0,39,33,1
38,4,21237,11,8,0,4,4,4,1,0,0,39,39,0
30,5,5432,11,8,1,10,0,4,1,1,38,85,38,0
40,4,18477,11,8,0,0,5,4,1,0,0,76,39,0
56,4,8400,5,3,0,2,1,4,1,0,0,34,39,0
59,4,15915,1,11,1,5,0,4,0,0,0,46,39,0
57,4,5324,9,12,0,12,3,4,0,0,0,13,39,0
10,4,9043,15,9,0,13,4,2,0,0,0,43,39,0
48,4,15950,11,8,0,10,4,1,0,0,0,39,39,0
1,6,18827,15,9,1,12,0,4,0,0,0,59,20,0
53,4,7660,9,12,0,9,1,4,1,0,0,39,39,0
27,0,2291,11,8,0,9,3,4,1,0,0,39,39,0
8,4,10811,9,12,1,10,0,4,0,0,0,39,39,0
37,4,12650,8,4,0,3,3,4,1,0,0,39,36,1
49,4,5251,12,13,1,6,0,4,0,62,0,34,39,0
6,4,4414,4,8,1,4,0,4,0,0,0,44,39,0
17,7,15672,9,12,0,10,1,4,0,0,66,17,39,0
61,4,319,11,8,1,5,0,4,1,0,0,39,39,0
10,4,17082,15,9,1,4,0,4,0,0,0,15,39,0
19,6,14097,11,8,1,8,0,4,0,0,0,90,39,0
36,4,10292,9,12,1,3,0,4,0,0,0,39,39,1
34,0,15817,8,8,0,1,3,2,0,0,0,39,39,0
58,6,11160,7,12,0,1,3,4,0,0,0,39,39,0
32,4,9792,11,8,1,12,0,4,0,0,0,4,39,1
17,4,12529,15,9,0,10,4,4,0,0,0,44,10,0
17,4,13086,12,13,1,12,3,1,1,0,53,39,36,0
47,4,20400,15,9,0,8,1,4,1,0,0,49,39,0
47,0,5720,15,9,0,14,1,2,0,0,0,39,39,1
44,4,9886,15,9,0,12,2,2,1,86,0,39,39,0
43,4,3912,15,9,1,7,0,4,0,0,0,39,39,1
17,4,12565,7,2,0,1,4,4,1,20,0,39,39,0
23,4,3032,11,8,0,1,3,4,0,86,0,19,39,0
24,4,12753,9,12,1,12,0,4,1,0,0,44,39,0
3,4,743,11,8,0,4,1,2,0,0,0,39,39,1
37,4,1054,15,6,0,1,4,4,0,0,0,13,26,0
35,2,19089,11,8,0,11,1,4,1,0,0,39,39,0
61,4,12531,15,9,1,12,0,1,1,104,9,39,39,0
2,4,6137,0,4,0,0,1,4,0,47,0,39,39,0
68,5,9883,9,12,1,3,0,4,0,0,0,39,39,1
19,4,14474,15,9,1,14,0,4,1,36,0,39,39,0
12,8,9911,9,12,0,12,1,4,0,0,0,48,39,1
10,7,16838,9,12,1,3,0,4,0,0,0,10,20,1
19,5,12966,11,8,1,14,0,4,0,0,0,39,39,0
29,4,17572,11,8,0,4,1,4,0,0,0,74,39,0
38,4,8381,11,8,0,10,1,4,0,0,17,39,39,0
3,4,6389,11,8,0,8,4,4,1,0,0,29,39,0
22,4,16874,11,8,0,10,1,4,1,0,0,39,39,1
26,4,12156,15,9,0,12,3,4,1,0,0,44,39,1
70,4,16503,11,8,1,1,0,4,0,0,0,37,39,0
13,4,3321,11,8,1,10,1,4,1,0,0,39,39,1
12,4,15915,9,12,1,1,0,4,1,0,0,39,39,0
7,4,6779,15,9,0,3,1,4,0,0,0,20,39,0
6,8,12791,2,10,1,10,0,4,0,0,0,39,39,0
44,1,13705,11,8,1,10,0,4,0,0,0,81,39,1
15,4,16177,15,9,1,8,5,4,0,0,0,44,26,0
45,4,9552,15,9,1,4,0,4,1,0,0,17,39,0
58,4,6631,11,8,0,12,1,4,0,0,0,22,39,1
9,4,6986,11,8,1,7,0,4,0,0,0,34,39,0
35,4,10853,15,9,1,3,4,4,1,100,0,24,39,0
21,4,13962,9,12,1,1,0,4,0,108,0,60,39,0
33,4,10884,11,8,0,4,3,4,1,0,0,39,39,0
37,4,14933,1,9,0,8,4,4,0,0,0,59,39,0
8,4,20751,15,9,1,1,0,4,0,0,0,39,2,0
8,5,21097,15,9,0,7,4,4,1,0,0,36,39,1
5,4,15270,11,8,1,10,0,4,1,0,0,19,39,0
15,3,4558,11,8,1,5,0,4,0,0,71,39,39,0
13,0,1890,15,9,0,5,0,4,0,30,0,21,25,0
55,4,2777,15,9,1,4,0,4,1,100,60,59,13,0
29,4,16748,1,6,0,12,1,4,0,0,0,38,39,0
70,4,9542,11,8,1,8,0,1,0,78,0,39,39,0
16,4,19920,15,9,0,13,1,4,0,0,0,39,3,0
32,0,18494,8,10,1,6,0,2,1,0,0,37,39,0
26,0,6539,11,8,1,3,0,4,1,0,0,39,39,0
38,6,19137,11,8,1,0,0,4,0,0,0,14,39,0
30,0,9697,15,9,0,12,3,4,1,0,0,90,39,0
13,4,8673,11,8,1,2,0,4,0,0,0,39,39,0
44,4,12828,11,8,1,11,0,4,0,0,0,76,39,1
29,4,10156,12,3,1,1,0,4,1,0,0,39,39,0
