id,sex,age,age_cat,race,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_days_from_compas,c_charge_degree,c_charge_desc,is_recid,r_charge_degree,r_charge_desc,is_violent_recid,vr_charge_degree,vr_charge_desc,v_decile_score,start,end,event
5052,1,44,0,2,0,4,0,0,0,1.0,0,188,0,10,340,0,9,83,1,12,940,0
5053,1,21,2,0,0,7,0,0,1,22.0,0,59,1,7,243,0,9,83,8,0,328,1
5054,1,23,2,0,0,4,0,0,0,1.0,1,219,1,8,173,0,9,83,5,1,750,1
5057,0,49,1,0,0,1,0,0,1,1.0,0,176,0,10,340,0,9,83,1,0,787,0
5058,1,23,2,0,0,10,0,0,3,1.0,0,194,1,7,205,0,9,83,8,52,142,0
5060,1,24,2,0,0,5,0,0,1,1.0,0,318,1,7,205,0,9,83,7,74,196,1
5061,0,21,2,0,0,4,0,0,1,1.0,0,436,1,8,173,0,9,83,5,0,523,1
5062,0,37,0,2,0,6,0,0,7,30.0,0,165,1,3,137,0,9,83,2,0,35,1
5063,0,21,2,0,0,5,0,0,1,1.0,1,44,1,3,137,0,9,83,6,0,310,1
5064,1,28,0,2,0,2,0,0,2,1.0,0,436,1,8,173,1,6,35,3,9,363,1
5065,1,42,0,2,0,4,0,0,2,43.0,1,44,0,10,340,0,9,83,5,0,906,0
5066,1,23,2,5,0,6,2,0,7,1.0,0,71,1,7,243,1,1,9,8,9,109,1
5067,0,24,2,0,0,6,0,0,2,1.0,0,176,1,7,207,1,5,42,4,0,154,1
5068,1,31,0,2,0,7,0,0,0,1.0,0,318,0,10,340,0,9,83,6,0,800,0
5069,1,24,2,0,1,10,0,0,2,1.0,1,331,1,7,143,0,9,83,9,0,392,1
5071,1,25,0,0,0,2,0,0,1,1.0,0,436,0,10,340,0,9,83,3,0,255,0
5073,1,55,1,0,0,2,0,0,12,1153.0,0,436,0,10,340,0,9,83,1,0,912,0
5074,1,33,0,0,0,1,0,0,1,1.0,1,44,1,8,315,0,9,83,1,0,147,1
5075,1,26,0,0,1,10,3,0,24,1.0,1,342,1,3,122,1,1,0,10,85,444,1
5078,1,27,0,0,0,7,0,0,1,1.0,0,436,0,10,340,0,9,83,4,5,1079,0
5079,1,26,0,2,0,2,0,0,3,123.0,1,431,0,10,340,0,9,83,3,0,939,0
5083,1,21,2,3,0,10,0,0,0,,1,437,1,3,282,0,9,83,9,493,571,1
5084,0,27,0,0,0,4,0,0,0,1.0,1,44,0,10,340,0,9,83,3,0,1186,0
5086,1,46,1,2,0,1,0,0,0,1.0,0,318,1,7,243,1,2,39,1,1,151,0
5088,0,38,0,2,0,6,0,0,1,1.0,1,44,1,7,243,1,6,35,4,0,458,1
5094,0,24,2,0,0,5,0,0,0,1.0,1,146,0,10,340,0,9,83,5,0,1143,0
5096,0,38,0,0,0,4,0,0,0,1.0,1,431,0,10,340,0,9,83,1,0,740,0
5098,1,27,0,0,0,9,0,0,7,1.0,0,58,1,0,85,0,9,83,6,3,51,1
5099,1,48,1,0,0,3,0,0,6,1.0,0,436,0,10,340,0,9,83,2,1,859,0
5100,0,31,0,2,0,4,0,0,2,28.0,0,318,1,3,194,0,9,83,1,0,51,0
5101,1,28,0,0,0,5,0,0,5,1.0,1,44,1,2,40,0,9,83,7,51,174,1
5103,1,30,0,3,0,9,0,0,7,1.0,0,4,0,10,340,0,9,83,7,0,877,0
5106,1,25,0,2,0,5,0,1,6,1.0,1,247,1,9,300,0,9,83,4,0,31,1
5107,1,27,0,0,0,10,0,0,8,294.0,0,436,1,8,179,1,6,35,9,0,53,1
5108,1,55,1,2,0,1,0,0,0,0.0,1,44,0,10,340,0,9,83,1,1,1127,0
5111,1,25,0,0,0,3,0,0,1,113.0,0,21,0,10,340,0,9,83,4,0,1149,0
5112,1,40,0,0,0,7,0,0,5,1971.0,0,436,1,3,137,1,5,23,7,30,419,1
5113,1,21,2,0,0,4,0,0,0,1.0,0,58,1,7,205,0,9,83,6,0,112,0
5114,1,50,1,2,0,7,0,0,26,16.0,0,318,1,7,301,0,9,83,2,0,157,1
5116,1,28,0,0,0,7,1,0,10,0.0,0,436,1,8,89,0,9,83,6,243,503,1
5117,1,20,2,0,0,9,1,0,2,16.0,0,318,1,7,205,0,9,83,7,0,15,1
5118,1,33,0,4,1,7,0,0,9,106.0,1,18,1,7,243,1,2,55,9,0,72,1
5119,1,31,0,0,5,9,0,0,10,1.0,0,436,1,3,34,0,9,83,6,4,116,1
5120,0,57,1,0,0,1,0,0,0,1.0,1,342,0,10,340,0,9,83,1,77,1177,0
5121,1,25,0,0,0,2,0,0,0,1.0,1,44,0,10,340,0,9,83,4,6,927,0
5122,1,22,2,0,0,8,4,0,7,7.0,0,436,1,3,137,0,9,83,9,0,195,1
5123,1,31,0,0,0,3,0,0,3,1.0,0,60,1,7,332,1,1,62,2,15,224,1
5126,1,43,0,0,0,4,0,0,7,0.0,0,436,0,10,340,0,9,83,3,1,788,0
5127,0,25,0,2,0,4,0,0,0,1.0,1,140,0,10,340,0,9,83,3,0,723,0
5128,1,39,0,3,0,2,0,0,1,1.0,1,44,0,10,340,0,9,83,2,0,1173,0
5130,1,40,0,0,0,1,0,0,1,1.0,0,176,0,10,340,0,9,83,1,1,933,0
5131,1,20,2,0,0,5,0,0,0,1.0,0,64,1,7,243,0,9,83,7,1,615,1
5132,1,35,0,0,0,7,0,0,2,1.0,1,287,0,10,340,0,9,83,4,0,1171,0
5133,1,34,0,0,0,1,0,0,1,1.0,1,436,1,8,234,0,9,83,1,1,7,1
5134,1,27,0,2,0,9,0,1,18,1.0,0,177,1,7,143,0,9,83,10,0,92,1
5136,1,37,0,3,0,5,0,0,1,159.0,0,436,1,8,179,0,9,83,3,0,161,1
5137,0,38,0,0,0,1,0,0,3,0.0,0,141,1,8,89,0,9,83,1,0,75,1
5138,1,21,2,2,0,7,0,0,0,1.0,0,317,1,3,183,0,9,83,7,0,355,1
5140,1,25,0,0,0,1,0,0,0,1.0,1,44,1,7,205,0,9,83,2,0,114,1
5141,1,53,1,0,0,6,0,0,6,1.0,1,247,1,7,243,0,9,83,3,7,18,1
5142,0,50,1,0,0,3,0,0,4,2.0,0,9,0,10,340,0,9,83,1,12,410,0
5143,0,23,2,2,0,6,0,0,1,0.0,1,44,0,10,340,0,9,83,4,1,737,0
5145,1,27,0,0,1,4,0,0,2,73.0,0,125,1,8,234,0,9,83,5,0,165,1
5147,1,22,2,5,0,5,0,0,0,1.0,0,194,1,3,137,0,9,83,6,6,239,1
5148,1,27,0,2,0,3,0,0,0,0.0,1,379,1,8,278,0,9,83,3,0,652,1
5149,1,29,0,0,0,8,0,0,5,1.0,0,317,1,8,179,0,9,83,7,0,606,1
5150,1,38,0,0,0,1,0,0,1,1.0,1,44,0,10,340,0,9,83,1,3,893,0
5151,0,54,1,2,0,2,0,0,2,4.0,0,436,0,10,340,0,9,83,1,0,830,0
5152,1,26,0,0,0,10,0,0,1,0.0,0,436,1,3,137,0,9,83,10,57,61,1
5153,1,37,0,0,1,8,8,5,23,1.0,0,125,1,3,221,0,9,83,6,1,74,0
5154,1,36,0,0,0,10,2,1,25,0.0,1,44,1,2,76,0,9,83,3,1,31,0
5155,1,28,0,0,0,10,0,0,18,1.0,0,123,1,7,205,1,6,35,7,11,113,0
5158,1,49,1,0,0,1,0,0,1,1.0,1,436,0,10,340,0,9,83,1,1,1105,0
5160,1,36,0,0,0,7,0,0,11,1.0,0,141,1,7,52,0,9,83,3,0,936,1
5161,0,26,0,0,0,9,0,0,2,634.0,0,436,0,10,340,0,9,83,8,0,756,0
5162,0,41,0,2,0,3,0,0,0,1.0,0,18,0,10,340,0,9,83,1,0,1057,0
5163,1,26,0,3,0,7,0,1,9,0.0,0,50,1,8,84,0,9,83,5,1,265,0
5166,1,40,0,2,1,9,0,0,9,1.0,0,436,0,10,340,0,9,83,6,0,877,0
5167,1,29,0,2,0,8,0,1,8,54.0,1,379,0,10,340,0,9,83,4,0,847,0
5168,1,21,2,0,1,10,0,0,7,1.0,0,181,1,3,137,0,9,83,10,10,331,0
5170,1,22,2,5,0,2,0,0,0,1.0,0,161,1,8,148,0,9,83,4,0,192,1
5171,1,33,0,2,0,1,0,0,0,1.0,0,322,0,10,340,0,9,83,1,0,242,0
5172,1,26,0,0,0,7,0,0,7,19.0,0,256,0,10,340,0,9,83,6,0,247,0
5173,0,27,0,0,0,3,0,0,0,1.0,1,44,1,7,174,0,9,83,3,3,628,1
5174,1,35,0,0,0,2,0,0,1,1.0,0,250,0,10,340,0,9,83,1,0,973,0
5176,1,27,0,0,0,2,0,0,3,365.0,1,379,0,10,340,0,9,83,4,0,761,0
5177,1,37,0,3,0,1,0,0,3,1.0,1,44,1,8,315,0,9,83,1,1,540,1
5178,0,31,0,0,0,5,0,0,3,1.0,0,436,0,10,340,0,9,83,3,61,74,0
5179,1,36,0,0,1,8,0,0,26,1.0,0,256,1,7,243,0,9,83,4,0,141,1
5180,0,32,0,5,0,2,0,0,0,1.0,1,428,0,10,340,0,9,83,2,1,881,0
5181,1,50,1,2,0,1,0,0,1,1.0,0,9,0,10,340,0,9,83,1,0,1096,0
5182,1,52,1,2,0,1,0,0,1,1.0,0,436,0,10,340,0,9,83,1,0,1127,0
5183,1,24,2,0,0,4,0,0,1,1.0,1,44,0,10,340,0,9,83,4,1,1151,0
5184,1,38,0,0,0,4,0,0,0,1.0,0,9,0,10,340,0,9,83,3,1,725,0
5186,1,54,1,0,0,8,0,0,11,1.0,0,436,0,10,340,0,9,83,3,0,1100,0
5187,1,71,1,2,0,2,0,0,13,1.0,0,176,0,10,340,0,9,83,1,0,957,0
5188,1,27,0,0,0,7,4,4,9,1.0,0,269,1,3,194,0,9,83,3,0,59,1
5189,0,39,0,2,0,4,0,0,1,2.0,0,318,0,10,340,0,9,83,1,38,935,0
5190,1,34,0,5,0,2,0,0,1,1.0,1,139,1,8,89,0,9,83,2,0,174,1
5191,1,23,2,5,0,8,0,0,0,1.0,1,44,1,7,205,0,9,83,5,4,23,1
5192,1,46,1,0,1,4,0,0,8,0.0,1,44,1,1,200,0,9,83,5,0,260,1
5193,0,36,0,0,0,6,0,0,5,0.0,0,50,1,7,27,1,6,35,4,1,74,0
5194,1,55,1,0,0,1,0,0,0,1.0,0,194,0,10,340,0,9,83,1,0,837,0
5196,1,33,0,3,0,4,0,0,1,400.0,0,436,0,10,340,0,9,83,3,0,1113,0
5197,1,45,1,0,0,3,0,0,0,,1,437,1,9,300,1,0,65,1,0,288,1
5198,1,27,0,2,0,4,0,0,0,0.0,0,194,0,10,340,0,9,83,3,9,884,0
5201,1,23,2,0,0,4,0,3,2,0.0,0,71,1,8,238,0,9,83,4,0,401,1
5203,1,20,2,0,1,7,0,0,1,1.0,0,436,1,3,44,0,9,83,7,0,35,0
5204,0,31,0,0,0,8,2,0,10,3.0,0,426,0,10,340,0,9,83,4,0,493,0
5205,1,24,2,2,0,9,0,0,8,0.0,0,436,1,8,89,0,9,83,9,37,932,1
5207,0,37,0,2,0,8,0,0,2,1.0,0,383,1,8,66,0,9,83,2,0,83,1
5208,1,25,0,0,0,6,0,0,0,2.0,1,243,1,8,173,0,9,83,7,0,240,1
5209,1,26,0,2,0,3,0,0,0,1.0,0,317,0,10,340,0,9,83,3,0,1092,0
5211,1,29,0,3,0,3,0,0,0,3.0,0,141,0,10,340,0,9,83,2,0,1060,0
5213,1,33,0,3,0,2,0,0,3,995.0,1,139,0,10,340,0,9,83,2,0,1087,0
5215,1,29,0,2,0,2,0,0,0,1.0,0,194,0,10,340,0,9,83,3,0,1082,0
5216,1,41,0,0,0,1,0,0,4,0.0,1,44,1,8,148,0,9,83,1,0,471,1
5217,1,37,0,0,0,1,0,0,0,1.0,0,171,1,7,27,1,6,35,1,0,508,1
5218,1,46,1,2,0,3,0,0,2,1.0,0,371,0,10,340,0,9,83,1,0,379,0
5219,0,56,1,2,0,5,0,0,10,1.0,0,318,1,8,234,0,9,83,4,40,74,1
5222,1,23,2,0,0,3,0,0,0,1.0,0,194,1,8,278,0,9,83,5,0,285,0
5223,0,23,2,0,0,5,0,0,1,2.0,0,268,1,7,243,0,9,83,5,0,113,1
5224,1,25,0,0,0,8,0,0,0,1.0,0,280,1,1,198,0,9,83,6,0,144,1
5225,1,24,2,0,0,7,0,0,1,1.0,0,256,1,8,89,0,9,83,6,0,196,1
5226,1,35,0,0,0,10,0,0,27,1.0,0,194,0,10,340,0,9,83,6,0,822,0
5227,1,48,1,0,0,8,0,0,10,215.0,0,125,0,10,340,0,9,83,6,0,1172,0
5231,1,26,0,3,0,2,0,0,1,24.0,1,105,1,8,89,0,9,83,3,0,445,1
5232,1,24,2,2,0,7,0,0,2,1.0,0,58,1,3,137,0,9,83,5,9,203,1
5236,1,25,0,0,0,10,1,1,8,1.0,0,436,0,10,340,0,9,83,8,0,1128,0
5243,1,23,2,0,0,9,0,0,0,1.0,0,65,1,8,234,1,6,35,6,14,28,1
5244,1,43,0,2,0,1,0,0,2,26.0,0,257,0,10,340,0,9,83,1,0,1115,0
5246,0,53,1,2,0,1,0,0,0,2.0,1,106,0,10,340,0,9,83,1,0,931,0
5247,1,24,2,0,0,6,0,0,1,1.0,0,251,1,8,179,0,9,83,5,57,346,1
5248,1,25,0,0,1,9,0,0,4,99.0,1,44,0,10,340,0,9,83,7,0,857,0
5249,1,28,0,0,0,4,0,0,0,1.0,0,240,0,10,340,0,9,83,5,0,1115,0
5251,1,21,2,2,0,3,0,0,1,1.0,0,194,0,10,340,0,9,83,5,0,1079,0
5252,1,31,0,5,0,2,0,0,0,1.0,1,44,0,10,340,0,9,83,2,8,843,0
5253,1,33,0,2,0,7,0,0,3,1.0,0,263,1,3,218,0,9,83,4,1,86,1
5255,0,35,0,0,0,1,0,0,1,1.0,0,436,0,10,340,0,9,83,1,0,752,0
5258,1,55,1,2,0,3,0,0,3,1.0,1,429,0,10,340,0,9,83,1,1,1091,0
5259,1,50,1,3,0,5,0,0,9,1.0,1,44,1,3,221,0,9,83,6,28,131,0
5260,1,28,0,0,0,3,0,0,0,2.0,1,44,0,10,340,0,9,83,3,0,996,0
5261,1,44,0,2,0,1,0,0,0,1.0,1,44,1,7,27,1,6,35,1,1,706,1
5262,0,48,1,2,0,1,0,0,2,67.0,0,0,0,10,340,0,9,83,1,0,913,0
5263,1,19,2,0,2,10,1,1,3,23.0,0,71,1,3,133,0,9,83,10,0,22,0
5264,1,23,2,5,0,7,0,0,2,1.0,1,342,0,10,340,0,9,83,9,44,153,0
5265,1,24,2,0,0,8,0,1,3,1.0,0,260,1,3,218,0,9,83,7,0,293,1
5266,1,50,1,2,0,3,0,0,2,1.0,0,318,0,10,340,0,9,83,6,1,843,0
5270,1,31,0,0,0,4,0,0,0,1.0,1,44,0,10,340,0,9,83,3,22,1071,0
5271,0,28,0,2,0,4,0,0,0,1.0,0,318,1,7,207,0,9,83,3,0,172,0
5272,1,42,0,2,0,1,0,0,0,1.0,0,14,0,10,340,0,9,83,1,0,863,0
5274,1,21,2,0,0,9,0,0,0,1.0,1,14,1,3,137,0,9,83,6,97,285,1
5275,1,29,0,0,0,10,0,0,5,643.0,0,436,0,10,340,0,9,83,9,0,745,0
5276,1,48,1,2,0,1,0,0,1,497.0,0,9,0,10,340,0,9,83,1,0,1168,0
5278,1,21,2,2,0,8,0,0,0,1.0,0,284,1,8,238,0,9,83,5,0,64,1
5279,1,24,2,5,0,4,0,0,0,1.0,1,290,1,7,207,0,9,83,4,0,128,0
5280,1,31,0,2,0,5,0,0,3,1.0,0,380,1,3,111,0,9,83,3,1,135,1
5281,1,23,2,3,0,3,0,0,0,0.0,1,44,0,10,340,0,9,83,5,2,1180,0
5282,1,27,0,2,0,9,0,0,0,0.0,0,141,1,3,91,0,9,83,8,0,218,1
5287,1,32,0,5,0,2,0,0,0,0.0,1,341,0,10,340,0,9,83,2,0,844,0
5288,1,75,1,2,0,4,0,0,1,36.0,0,282,1,3,212,0,9,83,1,0,653,1
5289,1,28,0,0,0,5,0,0,7,0.0,0,436,1,2,185,0,9,83,3,77,377,1
5290,1,67,1,2,0,1,0,0,0,1.0,1,44,0,10,340,0,9,83,1,0,1068,0
5293,0,32,0,0,0,7,0,0,11,0.0,0,141,0,10,340,0,9,83,4,0,835,0
5294,1,44,0,0,0,4,0,0,7,1.0,0,436,0,10,340,0,9,83,3,1,622,0
5295,1,25,0,0,0,4,0,0,1,24.0,0,436,1,3,137,0,9,83,5,0,42,1
5297,0,30,0,0,0,8,0,0,15,1.0,1,44,1,8,173,0,9,83,4,1,451,0
5298,1,28,0,2,0,4,1,0,9,1.0,1,139,0,10,340,0,9,83,3,0,101,0
5301,1,27,0,0,0,6,0,0,0,0.0,0,436,1,7,207,0,9,83,6,3,20,0
5307,1,36,0,0,0,4,0,0,4,215.0,0,318,0,10,340,0,9,83,2,0,758,0
5308,1,36,0,5,0,2,0,0,8,1.0,1,436,0,10,340,0,9,83,2,1,288,0
5309,0,25,0,2,0,4,0,0,0,1.0,1,331,0,10,340,0,9,83,4,2,1045,0
5312,1,31,0,2,0,5,0,0,5,1.0,0,141,1,8,155,0,9,83,2,0,76,1
5313,1,30,0,2,0,1,0,0,0,0.0,1,106,1,8,89,0,9,83,2,0,24,1
5314,1,33,0,0,0,2,0,0,4,9.0,0,436,0,10,340,0,9,83,2,0,892,0
5315,1,38,0,3,0,1,0,0,0,0.0,1,44,0,10,340,0,9,83,1,0,899,0
5316,1,26,0,0,0,3,0,0,1,0.0,1,139,1,8,92,0,9,83,3,0,379,1
5318,1,52,1,3,0,3,0,0,5,1.0,0,9,1,4,268,1,3,72,1,6,438,1
5321,0,22,2,2,0,7,0,0,2,1.0,1,194,1,7,205,0,9,83,6,1,80,0
5322,1,50,1,2,0,1,0,0,0,1.0,0,71,0,10,340,0,9,83,1,0,766,0
5323,1,37,0,0,0,1,0,0,4,1.0,0,21,0,10,340,0,9,83,1,0,135,0
5324,1,58,1,2,0,1,0,0,1,1.0,0,14,1,7,27,1,6,35,1,0,639,0
5326,1,34,0,2,0,4,0,0,3,1.0,1,44,1,7,243,0,9,83,3,0,91,1
5327,1,32,0,2,0,1,0,0,1,0.0,0,250,1,2,188,0,9,83,1,0,123,1
5330,1,29,0,0,0,1,0,0,0,1.0,1,106,1,8,278,0,9,83,2,1,446,1
5331,1,27,0,0,0,1,0,0,0,0.0,1,44,0,10,340,0,9,83,2,1,936,0
5332,1,39,0,2,0,3,0,0,5,21.0,0,65,0,10,340,0,9,83,2,0,956,0
5333,1,24,2,0,0,3,0,0,0,1.0,0,50,0,10,340,0,9,83,4,0,539,0
5334,1,38,0,0,1,7,0,0,8,2.0,1,135,0,10,340,0,9,83,6,1,1153,0
5335,1,52,1,2,0,2,0,0,7,23.0,0,341,0,10,340,0,9,83,1,0,851,0
5337,1,56,1,0,0,2,0,0,3,27.0,1,44,1,8,87,0,9,83,1,0,270,1
5339,1,46,1,2,0,6,0,0,7,0.0,0,188,1,3,137,0,9,83,7,36,341,1
5341,1,38,0,2,0,1,0,0,5,11.0,0,42,1,8,238,0,9,83,2,0,46,1
5342,1,47,1,2,0,5,0,0,3,0.0,1,247,0,10,340,0,9,83,1,63,1082,0
5344,1,32,0,2,0,1,0,0,0,7.0,0,61,0,10,340,0,9,83,2,0,1081,0
5346,1,34,0,0,0,7,1,0,27,1.0,1,44,0,10,340,0,9,83,3,0,1091,0
5347,1,42,0,0,0,6,0,0,5,1.0,0,172,0,10,340,0,9,83,6,2,310,0
5348,0,35,0,0,0,1,0,0,0,1.0,1,51,1,3,137,0,9,83,1,1,552,1
5349,1,20,2,2,0,10,0,0,0,1.0,0,194,1,8,315,0,9,83,10,6,313,1
5350,0,32,0,2,0,10,0,0,2,1.0,0,318,1,3,340,0,9,83,4,32,55,0
5351,1,21,2,2,0,5,0,1,0,1.0,1,287,0,10,340,0,9,83,7,0,1088,0
5352,1,24,2,0,0,2,0,0,0,0.0,1,140,1,8,89,0,9,83,3,1,494,1
5354,1,24,2,0,0,9,0,0,1,1.0,1,333,1,3,6,0,9,83,9,0,7,1
5355,1,55,1,3,0,1,0,0,2,32.0,0,395,0,10,340,0,9,83,1,0,1025,0
5358,1,26,0,0,0,3,0,0,0,1.0,1,287,1,3,220,0,9,83,4,0,95,0
5360,1,52,1,2,0,2,0,0,8,0.0,0,436,0,10,340,0,9,83,1,39,937,0
5363,1,27,0,0,0,2,0,0,1,1.0,1,44,0,10,340,0,9,83,4,1,965,0
5364,0,27,0,2,0,5,0,0,0,0.0,1,44,0,10,340,0,9,83,3,1,825,0
5365,1,56,1,2,0,1,0,0,0,1.0,0,344,0,10,340,0,9,83,1,0,759,0
5366,1,52,1,2,0,9,0,0,16,5.0,0,321,1,7,302,0,9,83,4,7,14,1
5367,1,37,0,0,0,1,0,0,3,1.0,0,25,1,3,109,0,9,83,1,0,367,1
5369,1,45,1,0,0,1,0,0,0,6.0,1,203,0,10,340,0,9,83,1,0,995,0
5370,1,23,2,0,0,2,0,0,1,39.0,1,44,0,10,340,0,9,83,4,0,455,0
5371,0,36,0,2,0,6,0,0,3,27.0,0,436,1,3,242,0,9,83,7,0,327,0
5372,0,29,0,0,0,2,0,0,0,3.0,0,194,0,10,340,0,9,83,2,0,837,0
5373,1,21,2,3,0,3,0,0,0,5.0,0,436,0,10,340,0,9,83,6,0,272,0
5374,1,20,2,5,0,2,2,1,3,1.0,1,44,1,8,315,0,9,83,4,0,68,1
5377,1,69,1,0,0,6,0,0,3,315.0,0,436,0,10,340,0,9,83,1,0,947,0
5379,1,27,0,0,0,8,1,0,11,1.0,0,172,0,10,340,0,9,83,6,4,151,0
5380,1,28,0,0,1,8,0,1,11,1.0,0,318,1,7,243,0,9,83,6,0,447,1
5381,1,38,0,0,0,1,0,0,4,1.0,1,379,1,8,278,0,9,83,1,0,739,1
5382,1,30,0,5,0,1,0,0,0,1.0,0,171,0,10,340,0,9,83,2,0,1136,0
5383,0,19,2,0,0,9,0,0,1,1.0,0,65,1,2,71,1,0,69,7,0,15,1
5386,0,37,0,2,0,1,0,0,1,1.0,0,311,0,10,340,0,9,83,1,0,932,0
5387,1,34,0,0,0,1,0,0,0,1.0,1,44,1,7,27,1,6,35,1,1,67,1
5388,1,37,0,2,0,8,0,0,7,1.0,0,177,1,3,109,0,9,83,6,69,112,1
5389,1,21,2,0,0,8,0,1,1,1.0,0,334,0,10,340,0,9,83,7,0,780,0
5390,1,21,2,0,0,9,0,0,0,1.0,0,347,1,7,302,0,9,83,8,6,246,1
5391,0,38,0,2,0,4,0,0,3,1.0,0,436,0,10,340,0,9,83,2,0,645,0
5392,1,47,1,0,0,4,0,0,1,1.0,1,44,0,10,340,0,9,83,5,1,764,0
5394,1,56,1,2,0,2,0,0,3,1.0,0,51,0,10,340,0,9,83,2,190,1118,0
5395,1,27,0,0,0,7,0,0,2,1.0,0,382,1,8,96,0,9,83,7,580,324,0
5398,1,23,2,0,0,8,0,0,0,1.0,1,140,0,10,340,0,9,83,8,0,600,0
5399,1,57,1,2,0,1,0,0,0,2.0,0,171,0,10,340,0,9,83,1,0,988,0
5400,1,25,0,0,0,7,1,0,9,6.0,0,436,0,10,340,0,9,83,4,0,792,0
5402,0,23,2,0,0,10,0,0,2,20.0,0,50,1,3,117,1,2,55,9,0,16,0
5403,1,32,0,0,0,10,0,0,8,1.0,0,436,1,8,83,0,9,83,5,2,57,1
5404,0,36,0,0,0,5,0,0,2,2.0,1,431,0,10,340,0,9,83,3,0,896,0
5405,1,41,0,0,0,5,0,0,5,1006.0,1,139,0,10,340,0,9,83,6,0,784,0
5406,1,31,0,3,0,3,0,0,2,69.0,0,15,0,10,340,0,9,83,2,0,1059,0
5410,0,39,0,5,0,1,0,0,0,1.0,0,194,0,10,340,0,9,83,1,0,1043,0
5411,1,21,2,0,0,6,0,0,1,1.0,0,436,1,8,148,1,1,64,6,1,68,0
5412,1,43,0,2,0,4,0,0,8,435.0,0,41,1,3,221,0,9,83,6,0,35,1
5416,1,31,0,0,0,4,0,0,2,1.0,1,379,0,10,340,0,9,83,6,1,356,0
5417,1,37,0,2,0,1,0,0,0,2.0,1,44,0,10,340,0,9,83,2,0,1152,0
5418,1,27,0,0,0,2,0,0,0,1.0,0,194,0,10,340,0,9,83,4,1,1149,0
5420,1,22,2,0,0,4,0,0,2,23.0,0,300,1,8,173,0,9,83,4,0,550,1
5423,1,59,1,2,0,1,0,0,2,19.0,0,311,0,10,340,0,9,83,1,0,861,0
5425,0,33,0,0,0,9,0,0,0,1.0,0,318,1,3,221,0,9,83,7,28,233,0
5426,1,39,0,2,0,10,0,0,21,216.0,0,321,0,10,340,0,9,83,10,0,583,0
5427,0,43,0,0,0,3,0,0,2,1.0,0,318,0,10,340,0,9,83,1,1,173,0
5428,1,25,0,2,0,4,0,0,5,1.0,0,341,1,8,67,0,9,83,5,101,165,0
5429,1,36,0,0,3,10,0,2,19,159.0,1,436,1,3,194,0,9,83,6,0,89,1
5430,1,23,2,0,0,5,0,0,3,1.0,0,65,1,7,205,0,9,83,5,3,136,1
5431,0,43,0,2,0,2,0,0,3,10.0,1,428,1,7,332,1,6,35,1,0,9,1
5432,1,56,1,2,0,1,0,0,9,24.0,1,44,1,7,318,0,9,83,1,0,103,1
5433,0,20,2,0,0,8,0,0,1,1.0,0,177,1,8,179,0,9,83,6,3,303,1
5434,1,50,1,0,0,5,0,0,2,6.0,1,346,1,7,205,0,9,83,1,0,113,0
5435,1,24,2,5,0,8,0,0,2,49.0,1,436,1,7,174,0,9,83,4,0,290,1
5436,0,54,1,2,0,2,0,0,1,4.0,1,140,0,10,340,0,9,83,1,0,1065,0
5438,1,20,2,0,0,10,0,0,1,1.0,0,188,1,7,243,0,9,83,8,1,90,0
5439,1,36,0,5,0,4,0,0,3,1.0,1,428,1,7,336,1,2,55,3,45,215,1
5440,0,36,0,0,0,6,0,0,3,1.0,0,268,1,8,179,0,9,83,4,0,11,1
5441,1,56,1,0,0,4,0,0,0,1.0,1,407,0,10,340,0,9,83,1,1,1063,0
5442,1,25,0,0,0,9,0,0,28,53.0,1,30,1,7,205,0,9,83,8,0,5,1
5443,1,25,0,0,1,9,0,0,2,1.0,0,318,1,7,340,0,9,83,7,0,498,0
5444,0,42,0,2,0,3,0,0,1,1.0,0,154,1,8,315,0,9,83,1,20,150,1
5445,1,34,0,0,0,10,2,0,9,80.0,1,379,1,8,89,1,4,61,9,0,33,1
5446,1,48,1,0,0,6,0,0,4,1.0,0,194,0,10,340,0,9,83,3,0,494,0
5447,1,34,0,0,1,10,0,0,21,1.0,1,44,1,8,89,1,6,35,10,5,104,1
5448,1,28,0,2,0,2,0,0,0,1.0,0,395,0,10,340,0,9,83,2,0,1083,0
5449,1,32,0,2,0,3,0,0,1,1.0,0,64,0,10,340,0,9,83,2,0,605,0
5451,0,31,0,2,0,1,0,0,2,1.0,0,188,0,10,340,0,9,83,1,1,752,0
5453,0,24,2,0,0,9,0,0,4,1.0,0,318,1,3,133,0,9,83,8,5,24,1
5454,0,25,0,2,0,4,0,0,0,1.0,0,322,1,3,224,0,9,83,4,0,238,1
5455,0,32,0,2,0,2,0,1,4,1.0,0,341,0,10,340,0,9,83,1,0,806,0
5456,1,37,0,0,0,9,0,0,20,0.0,0,141,1,7,243,0,9,83,5,0,165,1
5458,1,24,2,0,0,3,0,0,1,1.0,0,50,1,8,173,0,9,83,4,1,2,1
5459,1,48,1,0,0,1,0,0,0,1.0,1,171,0,10,340,0,9,83,1,1,748,0
5460,1,25,0,0,1,9,2,0,9,20.0,0,436,1,3,133,1,6,35,9,0,43,1
5461,1,35,0,0,0,2,0,0,1,0.0,0,318,0,10,340,0,9,83,1,0,837,0
5463,1,21,2,0,0,4,0,0,1,1.0,0,38,1,2,40,0,9,83,6,0,53,1
