age,sex,decile_score,priors_count,race,days_in_jail,c_days_from_compas,is_violent_recid,v_decile_score,is_recid
34,1,9,16,2,11.0,5.0,0,4,1
34,1,9,16,2,11.0,5.0,0,4,1
34,1,9,16,2,11.0,5.0,0,4,1
34,1,9,16,2,11.0,5.0,0,4,1
19,1,1,3,0,1.0,1.0,0,1,1
19,1,1,3,0,1.0,1.0,0,1,1
19,1,1,3,0,1.0,1.0,0,1,1
19,1,1,3,0,1.0,1.0,0,1,1
39,0,1,0,0,0.0,1.0,0,1,-1
27,1,1,0,0,0.0,6.0,0,1,0
5,1,2,1,0,39.0,39.0,0,4,0
5,1,2,1,0,39.0,39.0,0,4,0
5,1,2,1,0,39.0,39.0,0,4,0
18,0,6,3,2,27.0,27.0,0,7,1
18,0,6,3,2,27.0,27.0,0,7,1
18,0,6,3,2,27.0,27.0,0,7,1
11,0,2,0,0,0.0,3.0,0,2,0
3,1,3,0,3,0.0,5.0,0,6,0
3,1,3,0,3,0.0,5.0,0,6,0
2,1,2,3,5,1.0,1.0,0,4,1
2,1,2,3,5,1.0,1.0,0,4,1
2,1,2,3,5,1.0,1.0,0,4,1
2,1,2,3,5,1.0,1.0,0,4,1
33,1,1,0,0,0.0,1.0,0,1,0
35,0,8,4,2,55.0,52.0,0,1,0
35,0,8,4,2,55.0,52.0,0,1,0
51,1,6,3,0,0.0,315.0,0,1,0
10,1,4,0,0,1.0,1.0,0,3,0
9,1,8,11,0,4.0,1.0,0,6,0
9,1,8,11,0,4.0,1.0,0,6,0
9,1,8,11,0,4.0,1.0,0,6,0
9,1,8,11,0,4.0,1.0,0,6,0
10,1,8,11,0,0.0,1.0,0,6,1
10,1,8,11,0,0.0,1.0,0,6,1
10,1,8,11,0,0.0,1.0,0,6,1
20,1,1,4,0,0.0,1.0,0,1,1
12,1,1,0,5,0.0,1.0,0,2,0
1,0,9,1,0,434.0,1.0,1,7,1
35,1,8,0,0,0.0,1.0,0,9,-1
47,1,4,0,2,1.0,1.0,0,1,0
19,0,1,1,2,1.0,1.0,0,1,0
16,1,1,0,0,2.0,1.0,1,1,1
19,1,8,7,2,69.0,1.0,0,6,1
19,1,8,7,2,69.0,1.0,0,6,1
3,1,8,1,0,1.0,1.0,0,7,0
3,1,8,1,0,1.0,1.0,0,7,0
3,1,9,0,0,7.0,1.0,0,8,1
3,1,9,0,0,7.0,1.0,0,8,1
20,0,4,3,2,0.0,1.0,0,2,0
20,0,4,3,2,0.0,1.0,0,2,0
29,1,4,1,0,1.0,1.0,0,5,0
8,0,3,0,0,1.0,1.0,0,3,0
8,0,3,0,0,1.0,1.0,0,3,0
38,1,2,3,2,191.0,1.0,0,2,0
9,1,7,2,0,246.0,1.0,0,7,1
9,1,7,2,0,246.0,1.0,0,7,1
9,1,7,2,0,246.0,1.0,0,7,1
26,1,2,0,0,0.0,1.0,0,1,0
26,1,2,0,0,0.0,1.0,0,1,0
14,1,2,1,2,1.0,1.0,0,2,0
5,1,8,0,0,1.0,1.0,0,8,0
5,1,8,0,0,1.0,1.0,0,8,0
39,1,1,0,2,2.0,2.0,0,1,0
7,1,7,9,0,12.0,6.0,0,4,0
20,1,5,8,5,1.0,1.0,0,3,0
5,0,10,2,0,116.0,20.0,1,9,1
5,0,10,2,0,116.0,20.0,1,9,1
14,1,10,8,0,2.0,1.0,0,5,1
14,1,10,8,0,2.0,1.0,0,5,1
14,1,10,8,0,2.0,1.0,0,5,1
14,1,10,8,0,2.0,1.0,0,5,1
18,0,5,2,0,0.0,2.0,0,3,0
23,1,5,5,0,0.0,1006.0,0,6,0
13,1,3,2,3,49.0,69.0,0,2,0
18,1,1,2,0,2.0,1.0,0,1,0
44,1,6,1,0,63.0,1.0,0,1,0
23,0,6,7,2,396.0,81.0,0,2,0
23,0,6,7,2,396.0,81.0,0,2,0
21,0,1,0,5,1.0,1.0,0,1,0
3,1,6,1,0,1.0,1.0,1,6,1
3,1,6,1,0,1.0,1.0,1,6,1
3,1,6,1,0,1.0,1.0,1,6,1
3,1,6,1,0,1.0,1.0,1,6,1
3,1,6,1,0,1.0,1.0,1,6,1
25,1,4,8,2,61.0,435.0,0,6,1
25,1,4,8,2,61.0,435.0,0,6,1
4,1,4,0,0,1.0,1.0,0,6,0
10,1,9,9,0,309.0,1.0,0,8,0
10,1,9,9,0,309.0,1.0,0,8,0
4,1,4,0,0,0.0,1.0,0,4,-1
13,1,4,2,0,2.0,1.0,0,6,0
13,1,4,2,0,2.0,1.0,0,6,0
19,1,1,0,2,0.0,2.0,0,2,0
9,1,2,0,0,1.0,1.0,0,4,0
31,1,7,15,0,17.0,137.0,0,2,0
4,1,4,2,0,16.0,23.0,0,4,1
31,1,5,0,0,1.0,1.0,0,4,0
31,1,5,0,0,1.0,1.0,0,4,0
10,1,8,5,2,0.0,1.0,0,4,0
41,1,1,2,2,18.0,19.0,0,1,0
47,1,1,0,2,0.0,1.0,0,1,-1
15,0,9,0,0,29.0,1.0,0,7,1
15,0,9,0,0,29.0,1.0,0,7,1
15,0,9,0,0,29.0,1.0,0,7,1
15,0,9,0,0,29.0,1.0,0,7,1
21,1,10,21,2,194.0,216.0,0,10,0
21,1,10,21,2,194.0,216.0,0,10,0
25,0,3,2,0,2.0,1.0,0,1,0
25,0,3,2,0,2.0,1.0,0,1,0
7,1,4,5,2,101.0,1.0,0,5,1
7,1,4,5,2,101.0,1.0,0,5,1
7,1,4,5,2,101.0,1.0,0,5,1
18,1,10,19,0,83.0,159.0,0,6,1
18,1,10,19,0,83.0,159.0,0,6,1
5,1,5,3,0,3.0,1.0,0,5,1
25,0,2,3,2,1.0,10.0,1,1,1
25,0,2,3,2,1.0,10.0,1,1,1
38,1,1,9,2,19.0,24.0,0,1,1
38,1,1,9,2,19.0,24.0,0,1,1
38,1,1,9,2,19.0,24.0,0,1,1
2,0,8,1,0,3.0,1.0,0,6,1
32,1,5,2,0,0.0,6.0,0,1,1
32,1,5,2,0,0.0,6.0,0,1,1
32,1,5,2,0,0.0,6.0,0,1,1
6,1,8,2,5,2.0,49.0,0,4,1
36,0,2,1,2,3.0,4.0,0,1,0
5,1,6,0,0,0.0,1.0,0,8,-1
5,1,6,0,0,0.0,1.0,0,8,-1
5,1,6,0,0,0.0,1.0,0,8,-1
5,1,6,0,0,0.0,1.0,0,8,-1
5,1,6,0,0,0.0,1.0,0,8,-1
5,1,6,0,0,0.0,1.0,0,8,-1
5,1,6,0,0,0.0,1.0,0,8,-1
2,1,10,1,0,1.0,1.0,0,8,1
2,1,10,1,0,1.0,1.0,0,8,1
2,1,10,1,0,1.0,1.0,0,8,1
18,1,4,3,5,45.0,1.0,1,3,1
18,0,6,3,0,0.0,1.0,0,4,1
18,0,6,3,0,0.0,1.0,0,4,1
18,0,6,3,0,0.0,1.0,0,4,1
18,0,6,3,0,0.0,1.0,0,4,1
38,1,4,0,0,1.0,1.0,0,1,0
7,1,9,28,0,0.0,53.0,0,8,1
7,1,9,28,0,0.0,53.0,0,8,1
7,1,9,28,0,0.0,53.0,0,8,1
7,1,9,28,0,0.0,53.0,0,8,1
7,1,9,28,0,0.0,53.0,0,8,1
7,1,9,28,0,0.0,53.0,0,8,1
7,1,9,28,0,0.0,53.0,0,8,1
7,1,9,2,0,1.0,1.0,0,7,1
7,1,9,2,0,1.0,1.0,0,7,1
7,1,9,2,0,1.0,1.0,0,7,1
24,0,3,1,2,21.0,1.0,0,1,1
24,0,3,1,2,21.0,1.0,0,1,1
16,1,10,9,0,0.0,80.0,1,9,1
30,1,6,4,0,1.0,1.0,0,3,0
30,1,6,4,0,1.0,1.0,0,3,0
16,1,10,21,0,5.0,1.0,1,10,1
10,1,2,0,2,0.0,1.0,0,2,0
14,1,3,1,2,1.0,1.0,0,2,0
14,1,3,1,2,1.0,1.0,0,2,0
37,1,3,2,2,67.0,1.0,0,1,0
37,1,3,2,2,67.0,1.0,0,1,0
13,0,1,2,2,1.0,1.0,0,1,0
11,0,2,0,0,0.0,1.0,0,2,0
6,0,9,4,0,5.0,1.0,0,8,1
6,0,9,4,0,5.0,1.0,0,8,1
6,0,9,4,0,5.0,1.0,0,8,1
6,0,9,4,0,5.0,1.0,0,8,1
7,0,4,0,2,0.0,1.0,0,4,1
7,0,4,0,2,0.0,1.0,0,4,1
7,0,4,0,2,0.0,1.0,0,4,1
14,0,2,4,2,0.0,1.0,0,1,0
19,1,9,20,0,35.0,0.0,0,5,1
19,1,9,20,0,35.0,0.0,0,5,1
19,1,9,20,0,35.0,0.0,0,5,1
19,1,9,20,0,35.0,0.0,0,5,1
2,1,10,0,2,140.0,1.0,0,9,0
2,1,10,0,2,140.0,1.0,0,9,0
2,1,10,0,2,140.0,1.0,0,9,0
6,1,3,1,0,1.0,1.0,0,4,1
6,1,3,1,0,1.0,1.0,0,4,1
6,1,3,1,0,1.0,1.0,0,4,1
30,1,1,0,0,1.0,1.0,0,1,0
7,1,9,9,0,49.0,20.0,1,9,1
7,1,9,9,0,49.0,20.0,1,9,1
7,1,9,9,0,49.0,20.0,1,9,1
7,1,9,9,0,49.0,20.0,1,9,1
7,1,9,9,0,49.0,20.0,1,9,1
7,1,9,9,0,49.0,20.0,1,9,1
7,1,9,9,0,49.0,20.0,1,9,1
17,1,2,1,0,0.0,0.0,0,1,0
39,1,4,3,0,1.0,1.0,0,1,0
3,1,4,1,0,1.0,1.0,0,6,1
3,1,4,1,0,1.0,1.0,0,6,1
3,1,4,1,0,1.0,1.0,0,6,1
3,1,4,1,0,1.0,1.0,0,6,1
24,1,1,0,2,0.0,1.0,0,1,-1
3,0,10,0,0,33.0,1.0,0,9,1
3,0,10,0,0,33.0,1.0,0,9,1
3,0,10,0,0,33.0,1.0,0,9,1
3,0,10,0,0,33.0,1.0,0,9,1
3,0,10,0,0,33.0,1.0,0,9,1
3,0,10,0,0,33.0,1.0,0,9,1
3,0,10,0,0,33.0,1.0,0,9,1
3,1,5,1,0,1.0,1.0,0,7,0
3,1,5,1,0,1.0,1.0,0,7,0
21,1,9,15,0,1.0,1.0,0,2,0
21,1,9,15,0,1.0,1.0,0,2,0
4,1,2,0,0,0.0,1.0,0,3,0
7,1,1,0,3,0.0,1.0,0,2,0
14,1,7,0,0,1.0,1.0,0,5,0
26,1,1,0,2,0.0,1.0,0,1,0
9,0,2,0,2,2.0,1.0,0,2,1
9,0,2,0,2,2.0,1.0,0,2,1
9,0,2,0,2,2.0,1.0,0,2,1
4,1,2,0,0,1.0,1.0,0,4,0
10,1,5,4,0,0.0,1.0,0,5,0
10,1,5,4,0,0.0,1.0,0,5,0
8,1,2,0,0,1.0,1.0,0,3,0
5,1,2,0,5,0.0,1.0,0,3,1
5,1,2,0,5,0.0,1.0,0,3,1
16,1,2,0,2,0.0,1.0,0,1,0
16,1,7,14,0,11.0,11.0,0,4,0
4,1,9,3,0,33.0,1.0,0,9,0
4,1,9,3,0,33.0,1.0,0,9,0
38,1,6,17,0,21.0,25.0,0,6,0
22,1,1,1,0,0.0,1.0,0,1,0
12,1,5,5,5,62.0,1.0,0,4,1
12,1,5,5,5,62.0,1.0,0,4,1
12,1,5,5,5,62.0,1.0,0,4,1
12,1,5,5,5,62.0,1.0,0,4,1
26,1,2,5,2,6.0,0.0,0,1,0
39,1,2,1,2,17.0,1.0,0,1,0
4,1,8,0,0,5.0,1.0,0,9,1
4,1,8,0,0,5.0,1.0,0,9,1
18,0,5,6,0,42.0,520.0,0,2,0
16,1,3,0,0,0.0,1.0,0,4,0
15,1,6,1,2,172.0,1.0,0,4,0
15,1,6,1,2,172.0,1.0,0,4,0
15,1,6,1,2,172.0,1.0,0,4,0
6,1,8,7,0,68.0,1.0,0,7,1
6,1,8,7,0,68.0,1.0,0,7,1
6,1,8,7,0,68.0,1.0,0,7,1
6,1,8,7,0,68.0,1.0,0,7,1
10,1,10,10,5,174.0,0.0,0,9,0
2,1,4,0,2,0.0,1.0,0,7,0
17,1,9,2,2,1.0,50.0,0,5,0
17,1,9,2,2,1.0,50.0,0,5,0
21,1,1,0,3,0.0,1.0,0,1,-1
35,1,1,1,3,2.0,8.0,0,1,1
35,1,1,1,3,2.0,8.0,0,1,1
35,1,1,1,3,2.0,8.0,0,1,1
35,1,1,1,3,2.0,8.0,0,1,1
42,1,3,13,0,0.0,13.0,0,1,0
4,0,5,2,0,1.0,1.0,0,7,0
25,1,1,0,3,0.0,1.0,0,1,0
9,0,7,12,0,0.0,1.0,0,5,0
9,0,7,12,0,0.0,1.0,0,5,0
9,0,7,12,0,0.0,1.0,0,5,0
9,0,7,12,0,0.0,1.0,0,5,0
30,1,1,0,2,0.0,1.0,0,1,-1
30,1,1,0,2,0.0,1.0,0,1,-1
54,1,4,7,2,1.0,2.0,0,1,0
15,1,5,3,0,3.0,1.0,0,2,1
15,1,5,3,0,3.0,1.0,0,2,1
15,1,5,3,0,3.0,1.0,0,2,1
15,1,5,3,0,3.0,1.0,0,2,1
15,1,5,3,0,3.0,1.0,0,2,1
15,1,5,3,0,3.0,1.0,0,2,1
6,1,4,1,0,0.0,2.0,0,4,1
6,1,4,1,0,0.0,2.0,0,4,1
6,1,4,1,0,0.0,2.0,0,4,1
6,1,4,1,0,0.0,2.0,0,4,1
7,1,3,6,3,1.0,1.0,0,5,0
20,0,7,2,0,39.0,1.0,0,2,0
42,1,1,0,0,218.0,1.0,0,1,0
42,1,1,0,0,218.0,1.0,0,1,0
6,1,5,3,2,7.0,1.0,0,4,1
6,1,5,3,2,7.0,1.0,0,4,1
25,1,2,2,5,0.0,1.0,0,1,0
12,1,4,1,0,2.0,5.0,0,6,0
18,1,10,7,0,6.0,1.0,0,9,0
18,1,10,7,0,6.0,1.0,0,9,0
23,1,1,0,3,0.0,1.0,0,1,0
25,0,6,0,2,29.0,1.0,0,1,0
30,1,1,1,3,5.0,9.0,0,1,0
32,1,9,3,2,5.0,236.0,0,4,0
32,1,9,3,2,5.0,236.0,0,4,0
36,1,1,0,5,1.0,1.0,0,1,0
27,1,1,1,0,2.0,1.0,0,1,0
27,1,1,2,0,2.0,1.0,0,1,0
27,1,1,2,0,2.0,1.0,0,1,0
18,1,4,0,5,3.0,1.0,0,2,0
13,1,1,1,2,1.0,1.0,0,1,1
13,1,1,1,2,1.0,1.0,0,1,1
22,1,1,0,0,2.0,1.0,0,1,0
32,1,1,1,2,1.0,4.0,0,1,0
29,0,1,0,3,7.0,1.0,0,1,0
8,0,6,1,5,0.0,1349.0,0,4,0
8,0,6,1,5,0.0,1349.0,0,4,0
24,0,8,0,2,0.0,1.0,0,3,0
24,0,8,0,2,0.0,1.0,0,3,0
24,0,8,0,2,0.0,1.0,0,3,0
23,1,4,7,0,0.0,0.0,0,1,0
16,1,6,5,2,0.0,2.0,0,5,1
16,1,6,5,2,0.0,2.0,0,5,1
16,1,6,5,2,0.0,2.0,0,5,1
16,1,6,5,2,0.0,2.0,0,5,1
28,0,1,0,2,0.0,1.0,0,1,0
8,1,9,1,2,45.0,1.0,0,6,0
8,1,9,1,2,45.0,1.0,0,6,0
10,0,6,0,2,2.0,1.0,0,3,0
10,0,6,0,2,2.0,1.0,0,3,0
9,1,2,1,0,0.0,1.0,0,2,0
12,1,1,1,0,47.0,48.0,0,2,0
5,1,9,2,2,0.0,0.0,0,9,1
5,1,9,2,2,0.0,0.0,0,9,1
19,0,1,0,3,1.0,2.0,0,1,1
19,0,1,0,3,1.0,2.0,0,1,1
8,1,3,0,3,419.0,1.0,0,5,0
17,1,2,5,3,0.0,2.0,0,1,0
3,1,6,1,2,48.0,1.0,0,7,1
3,1,6,1,2,48.0,1.0,0,7,1
27,1,9,1,0,62.0,70.0,0,8,0
4,0,8,2,0,34.0,1.0,0,8,1
4,0,8,2,0,34.0,1.0,0,8,1
4,0,9,5,2,14.0,1.0,0,4,0
4,0,9,5,2,14.0,1.0,0,4,0
11,1,8,6,0,35.0,1.0,0,4,1
11,1,8,6,0,35.0,1.0,0,4,1
11,1,8,6,0,35.0,1.0,0,4,1
11,1,8,6,0,35.0,1.0,0,4,1
11,1,8,6,0,35.0,1.0,0,4,1
14,0,7,3,0,34.0,1.0,0,2,0
14,0,7,3,0,34.0,1.0,0,2,0
25,1,1,0,2,1.0,1.0,0,1,0
12,0,2,0,0,0.0,2.0,0,2,0
27,1,3,3,2,92.0,1.0,1,2,1
6,0,4,2,0,1.0,1.0,0,4,0
6,0,4,2,0,1.0,1.0,0,4,0
13,1,8,4,2,29.0,0.0,0,8,1
13,1,8,4,2,29.0,0.0,0,8,1
13,1,8,4,2,29.0,0.0,0,8,1
13,1,8,4,2,29.0,0.0,0,8,1
13,1,8,4,2,29.0,0.0,0,8,1
38,1,1,0,2,0.0,1.0,0,1,0
24,1,8,19,0,6.0,1.0,0,10,0
24,1,8,19,0,6.0,1.0,0,10,0
26,0,3,4,3,1.0,86.0,0,1,1
26,0,3,4,3,1.0,86.0,0,1,1
3,1,7,0,0,0.0,1.0,0,9,0
6,1,10,14,0,180.0,1.0,1,10,1
20,1,6,11,0,18.0,1.0,0,2,0
33,1,9,22,0,34.0,1.0,0,2,1
33,1,9,22,0,34.0,1.0,0,2,1
4,1,3,0,2,0.0,1.0,0,5,0
10,1,8,5,0,1.0,1.0,0,6,0
15,1,5,3,2,315.0,0.0,0,4,0
29,1,8,19,0,212.0,1.0,0,3,1
29,1,8,19,0,212.0,1.0,0,3,1
33,1,4,0,0,30.0,1.0,0,1,1
33,1,4,0,0,30.0,1.0,0,1,1
33,1,4,0,0,30.0,1.0,0,1,1
7,1,3,1,2,42.0,0.0,0,4,0
7,1,3,1,2,42.0,0.0,0,4,0
7,1,3,1,2,42.0,0.0,0,4,0
37,1,1,0,2,7.0,1.0,0,1,0
35,1,1,1,3,1.0,1.0,0,1,0
35,1,1,1,3,1.0,1.0,0,1,0
12,1,1,0,0,2.0,1.0,0,1,0
13,1,1,0,3,1.0,1.0,0,1,0
15,1,6,0,2,0.0,0.0,1,3,1
17,1,4,5,0,225.0,1.0,1,3,1
17,1,4,5,0,225.0,1.0,1,3,1
21,1,4,0,0,0.0,0.0,0,2,0
2,1,10,13,0,124.0,1.0,0,8,0
15,0,2,0,0,1.0,1.0,0,2,0
47,1,10,11,0,0.0,2231.0,0,4,0
41,1,1,1,5,0.0,25.0,0,1,0
12,1,9,1,3,16.0,1.0,0,6,0
11,1,6,7,2,14.0,15.0,0,6,0
19,0,5,4,0,0.0,1.0,0,3,0
15,0,7,1,2,84.0,1.0,0,5,0
9,1,7,2,0,132.0,1.0,0,7,1
11,0,7,9,0,14.0,1.0,0,5,1
11,0,7,9,0,14.0,1.0,0,5,1
8,1,8,11,4,241.0,150.0,1,5,1
8,1,8,11,4,241.0,150.0,1,5,1
27,1,7,14,0,168.0,497.0,0,2,0
27,1,7,14,0,168.0,497.0,0,2,0
6,1,10,3,0,44.0,1.0,1,9,1
25,1,9,5,0,0.0,1.0,0,5,0
13,1,5,1,2,0.0,1.0,0,2,0
32,0,2,2,2,1.0,1.0,0,3,0
32,0,2,2,2,1.0,1.0,0,3,0
24,1,9,10,0,67.0,1.0,0,6,0
19,1,7,11,0,0.0,1.0,1,3,1
19,1,7,11,0,0.0,1.0,1,3,1
35,1,7,13,0,91.0,1.0,0,6,0
25,1,1,4,0,38.0,39.0,0,1,1
25,1,1,4,0,38.0,39.0,0,1,1
8,1,8,4,0,0.0,0.0,0,5,1
8,1,8,4,0,0.0,0.0,0,5,1
8,1,8,4,0,0.0,0.0,0,5,1
10,1,2,0,2,1.0,1.0,0,2,0
1,1,3,0,2,1.0,1.0,0,6,0
19,1,1,0,0,1.0,0.0,0,1,0
12,0,3,1,2,0.0,27.0,0,2,0
9,1,7,6,0,1.0,0.0,0,6,1
9,1,7,6,0,1.0,0.0,0,6,1
9,1,7,6,0,1.0,0.0,0,6,1
9,1,7,6,0,1.0,0.0,0,6,1
9,1,7,6,0,1.0,0.0,0,6,1
9,1,7,6,0,1.0,0.0,0,6,1
9,1,7,6,0,1.0,0.0,0,6,1
9,1,7,6,0,1.0,0.0,0,6,1
9,1,7,6,0,1.0,0.0,0,6,1
21,1,5,9,2,1.0,1.0,0,3,1
21,1,5,9,2,1.0,1.0,0,3,1
21,1,5,9,2,1.0,1.0,0,3,1
19,1,4,4,2,0.0,0.0,1,3,1
19,1,4,4,2,0.0,0.0,1,3,1
19,1,4,4,2,0.0,0.0,1,3,1
4,1,10,3,2,10.0,1.0,0,6,1
4,1,10,3,2,10.0,1.0,0,6,1
4,1,10,3,2,10.0,1.0,0,6,1
4,1,10,3,2,10.0,1.0,0,6,1
4,1,10,3,2,10.0,1.0,0,6,1
4,1,10,3,2,10.0,1.0,0,6,1
4,1,10,3,2,10.0,1.0,0,6,1
24,1,1,1,0,3.0,10.0,0,1,0
7,1,6,0,2,2.0,1.0,0,4,0
21,1,1,2,3,1.0,75.0,0,1,0
8,1,5,1,3,0.0,0.0,0,3,0
10,0,6,0,2,0.0,2.0,0,2,0
7,1,5,0,0,1.0,1.0,0,3,1
40,1,1,1,2,3.0,1.0,0,1,0
40,1,1,1,2,3.0,1.0,0,1,0
4,1,5,2,2,3.0,3.0,0,4,0
11,0,5,1,2,2.0,2.0,0,3,1
11,0,5,1,2,2.0,2.0,0,3,1
11,0,5,1,2,2.0,2.0,0,3,1
11,0,5,1,2,2.0,2.0,0,3,1
11,0,5,1,2,2.0,2.0,0,3,1
11,0,5,1,2,2.0,2.0,0,3,1
15,1,5,8,0,2.0,0.0,0,3,0
20,1,1,0,0,1.0,1.0,0,1,0
3,1,7,0,0,1.0,1.0,0,7,0
3,1,7,0,0,1.0,1.0,0,7,0
20,1,3,2,2,19.0,21.0,0,2,0
2,1,10,0,0,0.0,1.0,0,10,-1
41,1,6,22,0,69.0,1.0,0,6,1
41,1,6,22,0,69.0,1.0,0,6,1
41,1,6,22,0,69.0,1.0,0,6,1
41,1,6,22,0,69.0,1.0,0,6,1
15,1,1,0,0,0.0,1.0,0,1,-1
11,1,5,4,5,0.0,1.0,0,4,1
11,1,5,4,5,0.0,1.0,0,4,1
11,1,5,4,5,0.0,1.0,0,4,1
39,1,5,9,0,0.0,90.0,0,5,0
35,1,2,0,2,3.0,1.0,0,2,1
15,1,8,2,0,0.0,1.0,1,7,1
15,1,8,2,0,0.0,1.0,1,7,1
27,0,1,0,0,0.0,1.0,0,1,-1
27,1,1,1,2,1.0,1.0,0,1,0
40,1,1,1,2,0.0,2.0,0,1,0
33,1,1,1,2,0.0,1.0,0,1,0
2,0,10,0,2,385.0,1.0,0,8,0
7,1,9,11,0,321.0,502.0,0,8,1
7,1,9,11,0,321.0,502.0,0,8,1
35,1,4,2,2,40.0,1.0,0,2,0
37,1,3,5,2,3.0,753.0,0,4,0
14,1,6,0,2,17.0,1.0,0,8,1
14,1,6,0,2,17.0,1.0,0,8,1
7,0,4,0,2,1.0,1.0,0,3,0
26,1,1,1,2,0.0,1.0,0,2,0
9,1,10,7,0,643.0,1.0,0,8,0
17,1,8,6,0,10.0,1.0,1,6,1
21,1,1,1,2,1.0,1.0,0,1,0
40,1,1,1,2,0.0,1180.0,0,1,0
7,0,6,0,0,0.0,1.0,0,6,-1
18,1,9,1,3,14.0,14.0,0,4,0
24,0,4,5,2,6.0,1.0,0,1,1
24,0,4,5,2,6.0,1.0,0,1,1
24,0,4,5,2,6.0,1.0,0,1,1
24,0,4,5,2,6.0,1.0,0,1,1
24,0,4,5,2,6.0,1.0,0,1,1
24,0,4,5,2,6.0,1.0,0,1,1
19,1,2,0,0,0.0,1.0,0,2,0
21,1,1,0,2,3.0,1.0,0,1,0
34,0,1,3,2,0.0,25.0,0,1,0
24,1,7,10,0,0.0,1.0,0,4,0
24,1,7,10,0,0.0,1.0,0,4,0
42,1,1,1,5,1.0,1.0,0,1,0
19,1,1,2,3,0.0,1.0,0,1,1
24,1,1,4,2,17.0,1.0,0,2,1
24,1,1,4,2,17.0,1.0,0,2,1
2,1,3,0,3,1.0,1.0,0,6,0
34,1,5,23,0,392.0,0.0,0,2,0
6,1,9,0,0,0.0,1.0,0,8,-1
6,1,9,0,0,0.0,1.0,0,8,-1
17,1,1,0,2,2.0,1.0,0,1,0
26,1,1,0,3,0.0,1.0,1,1,1
26,1,1,0,3,0.0,1.0,1,1,1
11,0,2,0,3,0.0,1.0,0,2,-1
5,1,6,6,0,1.0,0.0,1,7,1
5,1,6,6,0,1.0,0.0,1,7,1
5,1,6,6,0,1.0,0.0,1,7,1
5,1,6,6,0,1.0,0.0,1,7,1
5,1,6,6,0,1.0,0.0,1,7,1
5,1,6,6,0,1.0,0.0,1,7,1
5,1,6,6,0,1.0,0.0,1,7,1
5,1,6,6,0,1.0,0.0,1,7,1
5,1,6,6,0,1.0,0.0,1,7,1
5,1,6,6,0,1.0,0.0,1,7,1
24,0,1,0,0,0.0,1.0,0,1,1
24,0,1,0,0,0.0,1.0,0,1,1
18,1,6,7,2,1.0,487.0,0,6,0
18,1,6,7,2,1.0,487.0,0,6,0
18,1,6,7,2,1.0,487.0,0,6,0
10,0,3,2,2,35.0,36.0,0,2,0
10,1,4,5,0,0.0,1.0,0,4,0
20,1,5,12,2,0.0,1.0,0,3,0
25,0,2,2,0,1.0,1.0,0,1,1
25,0,2,2,0,1.0,1.0,0,1,1
27,1,2,6,0,0.0,1.0,0,2,0
27,1,2,6,0,0.0,1.0,0,2,0
24,1,5,0,0,0.0,1.0,0,5,0
7,0,3,0,2,0.0,1.0,0,3,0
7,1,8,19,2,86.0,1.0,0,9,0
14,1,9,7,0,37.0,0.0,1,9,1
14,1,9,7,0,37.0,0.0,1,9,1
14,1,9,7,0,37.0,0.0,1,9,1
14,1,9,7,0,37.0,0.0,1,9,1
14,1,9,7,0,37.0,0.0,1,9,1
14,1,9,7,0,37.0,0.0,1,9,1
14,1,9,7,0,37.0,0.0,1,9,1
14,1,9,7,0,37.0,0.0,1,9,1
3,1,6,0,0,0.0,1.0,0,7,1
17,0,5,1,2,28.0,30.0,0,2,0
19,1,5,0,2,126.0,1.0,0,3,0
15,1,10,21,0,0.0,1.0,0,8,0
15,1,10,21,0,0.0,1.0,0,8,0
10,1,2,14,0,0.0,0.0,0,3,0
15,1,2,2,2,2.0,2.0,0,1,0
15,1,2,2,2,2.0,2.0,0,1,0
15,1,2,2,2,2.0,2.0,0,1,0
15,0,2,2,0,0.0,0.0,0,1,0
33,0,3,4,2,8.0,11.0,0,1,0
33,0,3,4,2,8.0,11.0,0,1,0
33,0,3,4,2,8.0,11.0,0,1,0
33,0,3,4,2,8.0,11.0,0,1,0
21,1,4,3,2,2.0,1.0,0,2,1
21,1,4,3,2,2.0,1.0,0,2,1
17,1,6,5,3,2.0,1.0,1,6,1
22,1,7,3,0,13.0,1.0,0,8,0
14,1,8,17,0,0.0,0.0,0,2,1
14,1,8,17,0,0.0,0.0,0,2,1
0,1,8,4,2,1.0,32.0,0,8,1
0,1,8,4,2,1.0,32.0,0,8,1
14,1,6,3,2,1.0,1.0,0,2,1
14,1,6,3,2,1.0,1.0,0,2,1
14,1,6,3,2,1.0,1.0,0,2,1
14,1,6,3,2,1.0,1.0,0,2,1
19,1,1,0,5,0.0,1.0,0,1,0
14,1,6,10,0,0.0,1.0,0,2,1
7,0,4,0,3,0.0,1.0,0,4,0
29,1,3,5,2,0.0,0.0,1,2,1
5,0,7,0,2,0.0,1.0,0,5,0
45,1,4,10,2,2.0,0.0,1,1,1
45,1,4,10,2,2.0,0.0,1,1,1
20,1,9,16,0,241.0,1.0,1,10,1
6,1,9,5,0,168.0,1.0,0,9,0
6,1,9,5,0,168.0,1.0,0,9,0
14,1,5,6,0,2.0,1.0,0,4,1
14,1,5,6,0,2.0,1.0,0,4,1
14,1,5,6,0,2.0,1.0,0,4,1
14,1,5,6,0,2.0,1.0,0,4,1
13,1,8,4,0,24.0,1.0,1,3,1
