age,education.num,marital.status,sex,hours.per.week,income
28,2,0,0,39,0
7,8,1,0,39,0
10,11,0,0,39,0
7,8,0,0,49,0
54,14,1,0,15,0
0,7,0,0,39,0
20,15,1,0,39,0
16,8,1,0,39,0
24,8,1,0,39,0
8,12,0,1,39,0
25,8,1,0,14,0
1,6,0,1,49,0
17,8,0,0,39,0
40,5,1,1,39,0
10,12,0,1,44,0
29,12,0,1,7,0
7,12,0,0,19,0
6,12,0,0,29,0
16,9,1,0,39,0
8,4,1,0,39,0
27,13,0,1,54,0
36,8,1,0,39,1
21,8,1,1,34,1
19,12,0,1,44,1
8,8,0,0,39,0
37,12,0,1,39,0
14,7,0,0,39,0
1,8,0,0,39,0
23,8,0,0,39,0
9,9,1,1,39,0
5,11,0,0,54,0
33,9,1,0,39,0
7,12,0,0,29,0
27,8,0,1,39,0
20,8,0,0,39,0
17,12,1,0,39,0
28,9,0,1,44,1
60,13,1,0,7,1
8,5,1,1,34,0
3,9,0,1,39,0
29,8,0,0,39,0
9,11,0,0,39,0
28,1,1,1,24,0
53,8,0,1,3,0
40,8,1,0,39,1
11,10,0,0,39,0
18,11,1,1,15,0
15,8,0,1,39,0
12,12,0,0,49,1
19,12,0,0,44,0
2,8,0,0,29,0
10,12,0,1,19,0
31,13,1,0,54,1
32,12,1,0,49,0
44,8,0,1,78,0
25,11,0,1,39,0
13,10,1,0,39,0
15,8,1,0,39,0
20,9,1,0,39,1
18,9,1,0,44,0
13,10,1,1,39,0
13,14,1,0,19,1
38,9,1,0,68,1
19,9,1,0,39,0
16,8,0,0,47,0
39,12,1,0,39,1
20,8,1,0,39,0
11,8,0,0,59,0
21,8,1,0,49,0
59,8,1,0,19,0
18,9,0,1,39,0
31,9,0,1,42,0
18,11,1,0,39,0
22,12,1,0,39,0
47,8,1,0,39,0
5,8,0,1,39,0
28,12,1,0,39,1
10,2,1,0,39,0
26,8,0,1,49,1
6,9,0,1,36,0
22,13,1,0,49,1
46,8,1,1,34,0
20,14,1,0,39,1
9,8,1,0,39,0
16,12,0,0,39,0
28,12,1,1,68,0
11,9,0,1,39,0
3,9,0,1,19,0
17,8,1,1,19,0
17,9,1,0,39,0
24,8,1,0,39,1
21,9,1,0,49,1
21,9,1,0,39,0
26,12,1,1,59,0
32,9,0,1,29,0
9,12,0,1,34,0
11,8,0,1,34,0
37,8,1,0,39,1
36,8,0,1,39,0
7,9,0,0,49,0
6,9,0,0,29,0
38,8,0,1,39,0
41,4,0,0,39,0
9,8,0,0,39,0
2,5,0,1,19,0
11,9,0,1,39,0
28,9,0,0,51,0
13,9,1,0,44,1
59,8,0,1,32,0
30,8,0,1,39,0
23,9,1,1,34,1
7,8,0,1,24,0
7,8,1,1,39,0
26,9,0,1,39,0
12,7,0,0,39,0
23,8,1,0,39,0
44,9,1,0,39,0
4,9,0,1,49,0
35,9,1,0,39,0
17,8,0,0,39,0
8,9,0,0,39,0
29,8,1,0,39,0
37,9,0,1,39,0
26,13,1,0,39,1
8,4,1,0,39,0
4,11,0,1,24,0
20,8,0,0,39,0
27,12,1,0,39,1
21,9,1,1,39,0
15,8,1,0,39,0
27,9,0,0,59,0
22,12,1,1,29,0
6,9,0,1,24,0
8,12,0,0,44,1
6,9,0,1,27,0
30,9,1,0,39,0
30,6,0,1,44,0
8,8,0,0,39,0
18,9,1,0,44,0
51,3,1,0,39,0
30,8,0,1,39,0
18,15,1,0,44,1
7,8,0,0,39,0
18,12,0,1,39,1
13,12,1,1,39,0
0,6,0,0,19,0
32,8,0,1,39,0
10,2,0,0,59,0
5,8,0,1,14,0
5,9,0,1,39,0
33,8,1,0,1,0
34,10,1,0,37,1
10,12,1,0,29,0
10,12,0,1,19,0
6,3,0,0,34,0
3,8,0,1,39,0
25,8,1,0,47,0
28,12,1,0,37,1
18,3,0,1,76,0
5,8,1,0,39,0
17,9,0,1,37,0
11,12,0,1,39,0
21,12,0,1,23,0
31,9,1,0,41,1
5,9,0,0,39,0
17,13,1,0,39,0
8,8,1,1,49,1
6,8,0,1,39,0
21,9,1,0,59,1
26,8,0,1,39,0
32,8,1,0,39,1
6,9,0,0,39,0
40,8,0,1,39,0
7,12,0,0,39,0
27,9,1,0,57,1
17,11,0,0,49,0
12,9,1,0,39,0
12,6,0,1,39,0
18,8,1,0,49,1
31,8,1,0,39,0
21,8,0,0,35,0
25,8,0,1,49,0
36,9,0,1,39,0
12,14,0,1,54,0
42,12,1,0,69,0
14,8,0,0,39,0
17,8,1,0,39,0
11,8,0,1,9,0
29,8,0,1,47,0
28,8,0,1,39,0
6,9,0,1,39,0
16,11,0,1,41,0
27,12,1,1,19,1
8,8,0,0,39,0
31,9,0,0,39,0
6,8,0,1,39,0
3,9,1,1,29,0
6,12,0,1,39,0
54,8,0,1,39,0
5,12,0,1,39,0
10,6,0,0,59,0
23,8,0,1,34,0
13,9,0,0,49,0
13,10,1,0,39,0
13,9,1,0,39,0
22,8,0,1,39,0
22,8,1,0,49,0
57,2,1,0,39,0
8,8,1,0,39,0
47,9,0,1,39,0
20,12,1,1,36,1
30,8,1,0,39,1
16,8,1,0,39,1
23,10,0,1,39,1
5,8,0,0,76,0
39,8,1,0,39,0
20,8,0,1,54,0
13,9,1,0,68,0
3,7,0,1,34,0
26,12,1,0,47,1
6,8,1,0,39,0
26,8,1,0,29,0
13,8,0,0,39,0
3,9,0,1,45,0
5,10,0,0,39,0
21,12,0,0,49,0
37,9,1,0,39,0
6,8,0,0,39,0
29,8,1,0,39,0
42,5,1,0,39,0
11,5,0,0,49,0
1,7,0,0,24,0
24,10,0,0,39,0
25,10,1,0,47,0
41,9,1,0,39,1
7,8,1,0,49,0
22,12,1,0,44,1
8,13,0,0,54,0
12,9,0,1,53,0
36,2,1,0,39,0
46,8,1,0,39,0
9,10,0,1,37,0
28,9,1,0,39,1
12,10,0,1,39,0
34,5,1,0,39,0
4,4,1,0,39,0
21,9,0,1,39,0
21,12,1,1,39,1
29,13,1,0,40,0
14,12,0,0,59,1
51,5,0,1,85,0
26,8,1,0,39,0
4,8,0,0,39,0
27,12,1,0,2,0
39,15,1,0,39,1
3,8,0,0,11,0
4,8,0,1,24,0
35,9,1,0,39,0
34,12,1,0,24,0
12,8,0,0,39,0
19,9,0,0,54,0
12,8,1,0,54,0
4,8,0,1,29,0
41,1,1,0,39,0
20,8,0,0,39,0
33,9,0,1,44,0
13,8,0,0,49,0
12,8,0,0,29,0
31,8,1,0,39,0
33,3,1,0,39,0
22,11,1,1,24,1
18,14,1,0,54,0
7,8,1,1,24,0
3,8,0,0,44,0
13,9,1,0,54,1
2,8,0,1,29,0
9,8,0,0,39,0
8,9,0,1,39,0
16,9,0,0,49,0
13,9,0,0,39,0
13,12,0,0,39,0
2,3,0,1,39,0
6,8,0,0,39,0
10,9,1,0,39,1
3,9,0,0,39,0
22,11,1,0,51,0
16,3,1,0,44,0
48,8,1,0,23,0
17,12,1,0,49,1
3,8,0,1,24,0
6,9,0,0,39,0
8,5,0,0,39,0
14,6,0,0,24,0
20,8,0,1,39,0
14,8,0,0,39,0
20,12,1,0,49,1
28,11,0,0,39,0
27,8,1,0,59,0
15,12,0,0,39,0
18,8,1,0,59,1
36,6,0,0,39,0
26,10,1,0,39,0
13,9,0,0,39,0
35,15,1,0,56,1
3,9,0,1,3,0
28,11,0,0,39,0
11,12,1,0,59,1
44,14,1,0,39,1
31,9,1,0,39,0
15,9,1,0,44,0
10,8,0,0,29,0
21,12,1,0,34,0
16,2,1,0,19,0
26,13,0,1,49,1
19,8,0,0,59,0
21,6,1,0,39,0
7,8,0,1,39,0
5,5,0,0,39,0
13,12,0,0,39,0
38,13,1,0,39,1
22,8,1,0,49,0
30,12,1,0,59,1
29,8,1,0,39,0
6,8,0,0,59,0
28,8,0,0,39,0
38,12,1,0,39,0
51,8,1,0,7,0
22,10,1,0,39,0
22,8,0,1,39,0
20,12,0,0,39,0
2,9,0,0,39,0
3,6,0,0,19,0
32,10,1,1,39,0
16,9,1,0,39,0
4,8,0,0,34,0
55,12,1,0,2,0
41,13,0,0,34,1
26,8,0,0,54,0
45,6,0,1,20,0
4,9,0,0,19,0
9,9,1,0,59,0
10,4,1,0,39,0
32,8,0,1,39,0
11,8,0,1,39,0
12,9,1,1,39,1
41,5,1,0,49,1
28,8,0,1,39,0
30,12,0,1,39,0
36,8,1,0,39,1
30,6,0,1,14,0
18,9,1,0,39,1
26,9,1,0,44,0
16,12,1,0,49,1
32,11,1,0,39,0
0,5,0,0,19,0
11,9,0,1,29,0
8,12,0,0,39,0
52,4,1,0,19,0
24,10,0,0,59,0
14,12,1,0,39,1
40,13,0,0,39,1
23,12,1,0,39,1
30,9,0,0,59,0
33,7,0,0,39,0
19,12,0,0,49,0
0,6,0,0,24,0
13,8,1,0,39,1
62,8,1,0,39,0
25,8,1,0,39,1
50,8,1,0,49,0
19,8,1,0,44,1
18,13,1,0,49,1
10,12,0,1,39,0
4,3,0,0,39,0
29,8,1,0,39,0
3,6,0,0,39,0
0,6,0,0,19,0
11,12,1,0,39,1
16,6,0,0,39,0
38,8,0,1,39,0
38,9,1,0,49,0
30,8,0,1,39,0
12,9,0,1,39,0
19,2,0,0,34,0
20,12,0,0,68,0
26,9,1,0,47,1
22,12,0,1,59,0
30,12,1,0,49,0
25,8,0,1,44,0
31,12,0,1,59,0
10,5,1,0,39,0
12,8,1,0,39,0
5,10,0,1,29,0
20,8,0,0,43,0
21,12,1,0,59,0
31,13,0,1,76,0
29,8,1,1,49,0
34,8,0,1,37,0
18,8,1,0,39,0
1,6,0,0,29,0
28,8,0,1,39,0
19,8,0,0,39,0
56,9,0,1,9,0
35,12,1,0,39,0
0,5,0,1,39,0
12,10,1,0,39,1
14,8,1,1,39,1
3,9,0,0,9,0
20,9,0,1,39,0
23,8,1,0,39,0
15,11,1,0,44,1
12,13,1,0,54,1
3,9,0,1,39,0
9,6,1,0,39,1
20,8,1,0,76,1
1,7,0,1,23,0
16,9,1,1,49,0
9,9,1,0,39,0
7,8,0,1,29,0
16,8,1,1,24,0
6,8,0,0,39,0
3,5,0,0,39,0
19,9,0,0,49,0
20,12,0,1,49,0
7,10,0,0,34,0
21,11,1,0,49,1
33,12,0,1,44,0
27,6,1,0,39,1
40,9,0,1,39,0
20,8,1,0,68,0
27,8,0,0,54,0
4,9,0,1,29,0
14,8,1,0,39,1
28,8,1,1,59,1
3,8,0,0,39,0
35,8,0,1,49,0
30,8,1,0,24,0
24,9,1,1,39,0
23,9,1,0,59,1
24,12,1,1,39,1
32,8,1,1,39,0
48,9,0,1,39,0
33,8,1,1,39,0
42,8,1,0,39,1
1,9,0,1,24,0
28,8,1,0,44,1
0,6,0,1,39,0
28,8,1,0,31,1
56,6,1,0,39,0
31,5,1,0,39,0
47,8,1,1,19,0
21,11,0,0,59,0
20,8,1,0,49,1
9,8,0,0,39,0
29,13,1,1,49,1
37,9,0,1,39,0
48,9,1,0,39,0
12,11,1,0,44,0
20,8,1,0,39,0
19,15,0,1,9,0
43,8,0,0,49,1
45,8,0,1,19,0
3,8,0,1,39,0
15,11,0,0,19,0
12,9,1,0,39,0
57,8,1,0,14,0
20,8,1,0,39,0
34,8,1,0,39,0
33,9,1,0,49,0
25,8,0,0,59,1
9,12,0,0,68,0
41,8,0,0,68,0
13,9,0,0,59,0
6,9,0,0,44,0
18,8,1,0,43,0
33,12,1,0,49,0
0,6,0,1,39,0
18,8,0,1,47,0
14,8,0,1,49,0
13,6,0,0,48,0
67,9,1,0,34,1
18,8,0,0,39,0
28,10,1,0,49,1
29,8,0,0,39,0
33,9,1,0,39,0
20,6,0,0,39,0
15,8,0,1,39,0
10,9,1,0,39,1
5,8,1,0,39,0
12,12,1,0,39,0
18,8,1,0,43,0
21,9,1,1,34,0
12,3,1,0,39,0
9,9,0,0,43,0
17,14,0,1,39,0
14,10,1,0,39,1
3,9,0,0,39,0
20,13,0,0,47,0
15,8,1,1,19,0
19,11,0,1,39,0
61,3,1,0,39,0
29,9,0,1,49,0
1,8,0,1,19,0
40,9,1,0,49,0
20,8,1,0,39,0
26,8,1,0,39,1
28,8,0,1,39,0
15,9,0,1,39,0
21,8,1,0,39,0
53,9,0,0,39,0
23,9,1,0,49,1
23,8,0,0,39,0
3,8,0,0,39,0
12,8,1,0,39,1
7,10,0,0,54,0
11,10,0,1,39,0
41,5,0,0,49,0
1,6,0,1,14,0
23,8,1,0,39,0
22,13,1,0,49,0
28,8,1,0,69,0
45,12,0,0,4,0
7,8,0,1,19,0
5,9,0,0,29,0
6,12,1,0,39,0
22,9,0,0,59,1
11,10,0,1,37,0
27,12,0,1,36,0
56,1,1,0,39,0
7,8,1,0,34,0
7,6,1,0,39,0
35,1,1,0,49,0
26,8,0,0,39,0
50,7,1,0,19,0
14,7,0,0,39,0
26,11,1,0,39,0
14,3,0,0,68,0
6,9,0,0,19,0
9,12,0,0,39,0
31,9,1,0,39,0
23,9,1,0,43,0
38,14,0,1,38,0
32,8,1,0,44,1
17,12,0,1,14,0
12,8,0,1,59,0
33,12,0,1,7,0
2,9,0,1,8,0
49,12,1,0,29,0
48,9,0,1,5,0
43,10,0,0,19,0
43,8,0,1,37,0
2,8,0,0,39,0
9,8,1,0,59,0
41,9,0,1,19,0
1,9,0,1,49,0
9,9,0,0,39,0
28,13,1,0,49,1
2,9,0,0,39,0
12,8,1,0,39,1
35,9,1,1,51,1
6,12,0,1,39,0
4,8,0,0,39,0
31,8,0,1,39,0
42,13,1,0,34,1
33,12,1,0,39,1
15,8,0,1,29,0
23,8,1,0,39,0
2,8,0,0,29,0
13,2,1,0,39,0
25,8,0,0,38,0
6,12,0,1,49,0
4,6,0,1,23,0
11,12,1,0,39,1
33,8,1,0,39,0
3,9,0,0,24,0
4,6,0,0,34,0
4,9,0,0,15,0
28,12,0,0,39,0
32,8,1,0,39,0
24,8,0,0,39,0
31,12,1,1,39,0
56,8,0,1,14,0
17,9,0,1,39,0
7,8,0,1,39,0
41,8,0,1,15,0
24,12,1,0,49,1
36,0,1,0,39,0
23,8,1,0,39,0
1,6,0,1,39,0
20,8,0,1,39,0
26,11,0,1,44,0
5,8,0,1,39,0
11,5,0,0,39,0
34,9,0,1,39,0
46,8,0,1,69,0
12,9,1,0,44,0
27,3,0,1,37,0
20,9,1,0,39,0
45,8,1,0,39,0
14,8,1,0,51,0
3,8,0,0,29,0
7,9,0,1,49,0
39,12,1,0,39,0
19,9,1,0,34,0
12,8,0,0,39,0
22,9,0,0,39,0
12,9,0,0,44,0
21,8,1,0,64,0
6,4,0,0,19,0
20,8,1,0,39,0
13,9,0,1,29,0
41,9,1,1,35,0
25,11,1,0,39,0
29,9,1,0,39,0
24,8,0,0,54,0
32,8,1,0,49,1
20,9,1,0,39,0
14,8,0,0,44,0
5,11,1,0,5,0
5,8,0,1,32,0
0,6,0,1,19,0
30,15,1,0,49,1
0,5,0,0,14,0
22,2,1,0,39,0
6,9,0,0,19,0
24,12,1,0,39,1
19,13,1,0,44,1
4,8,0,1,29,0
16,5,0,1,35,0
0,6,0,1,34,0
24,8,0,0,43,0
2,8,0,1,34,0
21,8,0,0,44,1
7,9,0,0,39,0
22,12,1,0,44,1
2,9,0,1,14,0
14,11,0,1,24,0
25,9,1,1,39,0
19,8,0,0,44,0
12,9,1,0,39,0
0,7,0,0,19,0
30,12,1,0,49,1
7,9,0,1,59,0
44,9,1,0,39,1
23,9,1,0,59,0
14,4,0,1,24,0
42,8,1,1,37,0
12,9,0,0,54,0
9,8,0,0,39,0
29,8,1,0,39,1
39,8,1,0,39,1
8,12,0,1,39,0
0,7,0,1,17,0
12,10,0,1,39,0
6,2,0,0,29,0
50,8,0,1,34,0
12,13,0,1,49,0
15,8,0,0,39,0
17,9,1,0,61,0
32,8,1,0,39,0
37,9,0,0,39,0
22,8,0,0,39,0
24,12,0,0,39,0
14,9,0,1,37,0
30,15,1,0,39,1
10,8,0,0,0,0
27,3,1,0,76,1
8,11,1,0,44,0
6,9,0,1,15,0
35,8,1,0,49,1
45,8,0,1,35,0
14,12,0,1,39,0
2,6,1,0,59,0
5,9,0,0,35,0
36,9,1,0,39,0
8,8,0,1,39,0
28,8,0,0,39,0
32,8,1,0,39,1
25,12,1,1,26,1
27,8,1,0,39,1
39,9,1,0,40,1
20,8,1,0,39,1
20,12,1,0,44,1
5,9,0,1,39,0
17,12,1,0,39,1
19,8,0,0,39,0
37,8,0,0,19,0
11,9,1,0,64,0
11,12,1,0,49,0
19,5,0,1,34,0
56,2,1,0,19,0
20,8,1,0,59,0
7,12,0,1,64,0
13,8,1,1,37,0
21,10,1,0,39,0
33,9,1,0,39,1
52,8,1,0,44,1
25,8,1,0,39,0
37,9,0,1,37,0
10,11,0,1,57,0
22,9,0,0,44,0
10,9,0,1,39,0
13,8,1,0,65,0
20,9,1,0,39,0
33,12,0,0,59,1
19,9,0,1,39,0
5,9,0,0,9,0
4,9,0,0,39,0
59,3,0,1,24,0
5,9,0,1,27,0
20,12,1,0,39,0
17,9,1,0,59,0
12,8,1,0,91,0
12,8,1,0,39,0
11,12,1,0,39,0
56,9,1,0,34,0
26,9,0,1,39,0
22,9,1,0,39,0
57,5,0,1,5,0
10,12,0,0,29,0
30,8,1,0,59,0
72,8,0,1,23,0
30,12,1,0,59,1
25,12,1,0,39,1
52,12,0,0,39,0
1,7,0,0,39,0
6,12,0,1,19,0
27,8,1,0,29,0
30,9,0,0,39,0
16,9,0,0,39,0
31,6,0,1,29,0
22,12,0,0,59,0
1,9,0,1,19,0
35,8,0,1,39,0
1,8,0,1,19,0
10,8,0,0,44,0
28,8,0,1,39,0
62,14,1,0,9,0
7,10,1,0,19,0
8,9,1,1,39,0
25,5,0,0,34,0
46,3,1,0,39,0
23,8,1,1,45,1
25,8,1,0,49,1
25,9,0,1,44,0
46,12,1,0,39,1
20,12,0,1,54,0
48,8,1,0,19,0
13,5,0,0,39,0
29,8,0,0,39,0
6,8,0,1,24,0
30,12,1,1,44,0
3,9,0,0,19,0
4,8,0,1,9,0
11,8,0,0,39,0
44,8,1,0,39,0
13,8,1,1,69,0
13,12,1,0,69,1
12,12,0,0,49,1
22,8,0,1,39,0
6,6,0,1,34,0
15,6,0,1,39,0
46,8,0,1,33,0
2,9,0,1,14,0
40,15,0,0,59,1
24,12,1,0,39,1
6,10,0,0,39,0
13,15,0,0,19,0
26,11,1,0,49,0
47,3,1,0,24,0
39,2,0,0,39,0
15,8,1,0,39,0
38,8,1,0,44,0
0,6,0,1,11,0
0,5,0,0,19,0
12,9,1,1,64,0
6,8,0,1,39,0
20,8,0,0,49,0
22,8,0,1,21,0
19,12,1,1,39,1
33,12,0,0,54,1
14,9,0,1,49,0
39,9,0,1,31,0
3,9,0,1,29,0
16,13,0,1,34,0
28,9,0,1,31,0
16,8,0,0,49,0
10,8,0,1,39,0
19,5,0,0,59,0
25,13,1,0,54,1
16,9,0,1,39,0
2,9,0,1,24,0
35,12,1,0,44,1
24,13,1,1,39,1
13,9,1,0,39,0
5,9,0,0,39,0
9,2,0,0,39,0
19,6,0,0,39,0
18,8,0,0,39,0
29,9,1,0,39,1
7,12,0,1,7,0
21,8,0,0,39,0
33,8,0,1,44,0
24,9,0,1,39,0
21,8,1,0,59,1
19,12,0,0,47,0
30,8,1,0,49,1
42,9,1,1,15,1
18,12,0,1,15,0
42,15,1,0,59,1
35,9,1,0,44,1
20,10,1,0,59,1
35,12,1,1,39,0
34,11,1,0,44,1
50,12,1,0,54,0
41,6,0,0,14,0
51,5,0,1,19,0
54,4,0,1,5,0
32,13,1,0,39,0
18,8,1,0,39,0
1,8,0,0,39,0
12,5,1,1,39,0
30,12,1,0,59,0
14,4,0,0,39,0
5,9,0,0,39,0
3,9,0,1,9,0
40,8,0,1,25,0
1,9,0,1,14,0
15,8,1,0,39,0
22,8,0,0,39,0
20,12,0,1,39,0
34,8,1,0,49,0
31,9,1,0,39,1
22,8,1,0,54,1
18,12,1,0,44,0
2,8,0,0,24,0
11,8,0,0,39,0
1,9,0,0,34,0
6,12,0,0,39,0
25,12,0,0,39,0
8,9,0,0,39,0
0,5,0,1,11,0
17,12,0,1,44,0
12,11,0,0,39,0
5,9,1,1,39,0
29,8,0,0,39,0
52,8,1,0,23,0
33,8,1,0,59,1
2,9,0,0,29,0
42,8,1,0,39,0
28,9,1,0,39,1
24,13,0,1,39,0
30,12,0,0,39,0
47,6,0,1,39,0
12,9,1,0,34,0
0,6,0,1,19,0
7,8,0,0,59,0
11,8,1,0,39,0
31,12,1,0,59,0
19,10,0,1,37,0
21,10,0,1,39,0
25,13,1,0,39,1
19,10,1,0,59,0
8,5,0,1,39,0
24,13,1,0,39,0
18,8,1,0,29,0
15,10,0,1,49,0
24,13,1,0,39,1
31,9,1,0,59,0
39,8,1,1,49,0
30,9,1,0,39,0
13,8,0,1,39,0
34,6,1,0,39,1
5,12,0,0,39,0
32,12,1,0,59,1
50,8,0,1,9,0
18,12,1,0,39,0
20,4,0,1,39,0
17,9,0,0,39,0
34,8,1,0,39,0
9,12,1,0,39,0
15,3,1,0,34,0
38,6,0,1,39,0
0,6,0,1,19,0
23,9,0,1,39,0
21,12,0,0,49,0
27,8,0,0,39,0
8,8,0,1,39,0
28,8,0,1,39,0
21,8,1,0,44,1
45,9,1,0,44,0
28,9,1,0,39,0
30,13,1,1,19,1
32,12,0,0,39,0
19,8,1,0,39,1
7,8,0,1,36,0
12,8,0,1,29,0
6,6,0,1,39,0
33,8,1,0,39,0
27,12,1,0,39,1
15,8,1,1,35,0
56,8,1,0,29,0
7,13,0,1,39,0
29,8,1,1,39,0
20,13,0,1,39,0
12,10,1,0,39,1
23,11,1,0,39,1
0,6,0,0,11,0
13,8,0,1,39,0
13,15,0,0,59,0
59,2,0,1,39,0
48,0,1,0,29,0
8,9,0,0,39,0
24,12,0,1,39,0
30,8,1,0,39,0
10,11,0,1,39,0
25,8,1,0,43,0
32,8,0,1,19,0
2,9,0,0,14,0
7,8,1,0,37,0
17,14,1,0,39,1
16,12,0,0,39,0
27,9,0,1,39,0
28,8,0,0,39,0
18,12,0,0,39,0
41,8,1,0,49,0
28,9,0,1,49,0
37,9,1,0,39,1
28,13,1,0,39,1
7,8,0,0,39,0
19,8,1,0,39,0
44,5,0,1,37,0
39,8,0,0,39,0
34,12,1,0,49,1
33,6,0,1,39,0
8,9,0,1,42,0
29,13,1,0,49,1
6,12,0,1,24,0
27,8,1,0,39,0
21,8,0,1,39,0
18,8,0,0,39,0
8,9,0,1,39,0
1,5,0,1,14,0
44,8,1,0,39,0
14,7,1,1,39,0
16,8,1,0,44,0
18,10,0,1,39,0
38,13,1,0,44,1
2,8,0,0,29,0
26,13,1,0,39,1
32,13,1,0,46,1
31,14,1,0,44,1
10,8,0,1,33,0
12,8,0,0,39,0
10,12,0,0,1,0
14,4,1,0,42,0
9,12,1,0,39,0
36,8,1,0,34,0
6,8,0,1,29,0
15,8,0,0,45,0
37,8,0,1,39,0
19,12,0,1,39,0
5,8,0,0,49,0
45,9,1,1,39,0
26,8,1,1,39,1
17,8,1,0,39,1
10,9,0,1,39,0
18,9,1,0,59,0
24,8,1,0,59,0
25,12,0,0,31,0
7,9,0,0,47,0
18,8,0,0,69,0
23,9,1,1,39,1
29,3,1,1,44,0
28,9,1,0,39,1
51,8,0,1,6,0
16,12,0,1,44,0
6,9,1,0,19,0
25,12,1,0,59,1
13,9,0,0,44,1
18,9,0,1,39,0
23,8,0,1,49,0
29,4,1,1,49,0
32,8,1,0,39,0
24,8,1,0,59,0
9,13,0,0,37,0
20,8,0,1,19,0
33,9,1,0,39,1
3,9,0,0,19,0
13,9,1,0,39,0
6,8,1,0,44,0
27,12,1,0,39,1
11,12,0,0,39,0
31,9,0,1,39,1
17,8,0,1,39,0
41,12,0,0,93,0
16,9,1,0,39,0
21,12,1,0,79,0
50,1,0,1,19,0
6,5,0,1,39,0
25,9,1,0,39,1
37,8,1,1,39,0
32,13,1,0,39,1
18,13,1,0,59,1
9,8,0,0,39,0
19,8,1,0,39,0
8,5,1,0,39,0
18,13,0,0,59,1
23,13,1,0,39,0
35,11,0,1,49,0
25,12,1,0,39,1
8,7,0,1,29,0
33,13,1,1,39,1
35,9,1,0,39,1
34,13,1,0,39,0
2,9,0,0,39,0
26,10,1,0,39,1
40,7,1,0,39,1
18,8,0,0,59,0
13,12,0,1,29,0
21,8,1,0,39,0
28,9,0,1,39,0
6,8,0,0,39,0
5,9,0,1,39,0
4,8,0,0,34,0
43,9,1,0,37,0
28,12,0,1,47,1
32,5,1,0,39,0
12,9,0,1,34,0
23,8,1,0,34,0
25,13,1,0,39,0
16,1,1,0,34,0
46,8,1,0,39,0
36,8,1,0,39,0
21,10,1,0,39,1
27,9,1,0,44,1
26,5,1,0,39,0
9,13,0,0,31,0
39,8,1,0,39,0
22,10,0,1,39,0
27,3,0,0,47,0
17,8,0,0,47,1
23,11,0,1,39,0
21,9,1,0,39,0
27,9,0,1,39,0
17,9,0,0,69,0
5,12,0,0,19,0
41,9,0,1,19,1
26,9,0,1,29,0
6,8,0,0,39,0
24,9,0,1,39,0
27,9,0,0,34,0
15,8,1,0,39,0
21,11,1,0,55,1
30,9,1,0,49,1
7,8,0,1,29,0
22,13,1,0,39,0
15,7,0,0,53,0
23,8,1,0,49,0
54,2,1,0,39,0
28,13,0,0,49,1
37,8,0,0,44,0
9,10,0,1,53,0
20,9,1,1,44,1
11,9,1,0,54,0
25,12,0,1,14,0
28,8,1,0,39,0
20,8,1,0,49,0
40,8,1,0,49,0
22,12,1,0,59,0
28,9,1,1,39,1
13,10,0,1,45,0
10,8,1,0,39,1
27,15,1,0,39,1
21,8,1,1,59,1
2,8,0,0,39,0
22,9,0,1,37,0
38,5,0,0,39,0
0,5,0,1,19,0
26,9,0,1,39,0
19,8,1,1,34,0
28,12,1,0,59,0
27,13,1,0,37,1
9,9,1,0,51,1
4,8,0,1,39,0
26,12,1,0,59,0
17,8,1,0,39,0
16,12,0,0,19,0
23,8,0,0,50,0
29,2,0,1,39,0
3,8,0,0,39,0
37,8,0,1,39,0
6,9,0,0,39,0
41,8,1,0,44,0
25,8,1,0,44,0
8,8,0,1,37,0
43,6,1,1,29,0
26,8,0,1,39,0
8,12,0,1,39,0
14,8,1,1,44,0
18,8,0,0,39,0
31,9,0,0,39,0
26,8,1,1,19,1
10,8,0,1,39,0
35,8,1,0,21,0
32,9,1,1,39,1
14,8,0,1,39,0
42,6,0,0,39,0
10,12,1,0,39,0
21,13,0,0,39,1
34,12,1,0,39,1
7,8,0,0,39,0
41,12,1,0,44,1
29,9,0,1,39,0
38,2,0,1,39,0
59,8,0,1,7,0
8,9,0,1,39,0
16,8,1,0,39,0
29,8,1,0,39,0
34,9,1,1,39,0
25,10,0,1,39,0
24,9,0,0,39,0
25,11,0,1,39,0
17,8,1,0,39,1
14,10,0,1,39,0
18,1,1,0,39,0
23,8,0,0,39,0
29,9,1,0,39,1
26,13,1,1,39,1
18,8,1,0,39,0
6,12,0,1,19,0
33,8,1,1,11,0
26,8,0,0,39,0
44,8,1,0,39,1
12,14,0,0,49,0
4,8,0,0,39,0
23,8,0,1,39,0
6,12,0,0,39,0
72,12,0,0,54,0
7,12,0,0,39,0
23,13,1,0,59,1
20,10,1,0,54,0
14,8,0,1,39,0
5,8,0,0,39,0
8,9,1,0,39,0
30,13,1,0,59,1
31,10,1,0,39,0
19,13,1,0,49,0
9,12,0,1,76,0
11,4,1,1,39,0
3,9,0,0,39,0
34,9,0,1,39,0
15,8,1,1,39,1
38,5,1,0,39,0
24,12,0,1,39,0
28,8,1,0,39,1
48,8,1,0,39,0
5,9,0,1,39,0
5,9,0,1,19,0
25,14,1,0,49,1
7,12,1,1,39,0
50,9,0,1,40,0
11,8,1,1,36,0
39,5,1,0,34,1
